Country;month;year;status;prod_hy;prod_hy_rep;-> storage;storage_rep;-> Run of River;River_rep;-> Pumped storage;Pumped storage_rep;prod_tn;prod_tn_rep;prod_fossil_fuels;prod_fossil_fuels_rep;-> of which lignite;lignite_rep;-> of which hard coal;hard_coal_rep;-> of which gas;gas_rep;-> of which oil;fuel_oil_rep;-> of which mixed fuels;mixed_fuel_rep;prod_other_renew;other_rep;-> of which wind;wind_rep;-> of which solar;solar_rep;-> of which biomass;biomass_rep;prod_not_clearly;not_clearly_rep;losses_trans;losses_trans_repr;_Sum;pump;exg_saldo;cons_total
NL;4;2011;D;0;100;0;100;0;100;;100;99;100;7374;100;;100;;100;;100;;100;;100;909;100;325;;n.a.;100;;;0;100;35;100;8382;0;469;8851
NL;5;2011;D;0;100;0;100;0;100;;100;356;100;7061;100;;100;;100;;100;;100;;100;987;100;403;;n.a.;100;;;0;100;36;100;8404;0;487;8891
NL;6;2011;D;0;100;0;100;0;100;;100;337;100;6572;100;;100;;100;;100;;100;;100;904;100;320;;n.a.;100;;;0;100;38;100;7813;0;1512;9325
NL;7;2011;D;0;100;0;100;0;100;;100;353;100;6538;100;;100;;100;;100;;100;;100;968;100;384;;n.a.;100;;;0;100;44;100;7859;0;1446;9305
NL;8;2011;D;0;100;0;100;0;100;;100;317;100;6880;100;;100;;100;;100;;100;;100;876;100;292;;n.a.;100;;;0;100;44;100;8073;0;1210;9283
NL;9;2011;D;0;100;0;100;0;100;;100;343;100;6831;100;;100;;100;;100;;100;;100;976;100;392;;n.a.;100;;;0;100;38;100;8150;0;1046;9196
NL;10;2011;D;0;100;0;100;0;100;;100;358;100;8344;100;;100;;100;;100;;100;;100;1085;100;501;;n.a.;100;;;0;100;41;100;9787;0;406;10193
NL;11;2011;D;0;100;0;100;0;100;;100;348;100;9020;100;;100;;100;;100;;100;;100;942;100;358;;n.a.;100;;;0;100;49;100;10310;0;300;10610
NL;12;2011;D;0;100;0;100;0;100;;100;362;100;8958;100;;100;;100;;100;;100;;100;1434;100;850;;n.a.;100;;;0;100;40;100;10754;0;319;11073
NL;1;2010;D;0;100;0;;0;;;;322;100;10075;100;;;;;;;;;;;861;100;328;;0;;;;0;100;45;100;11258;0;-559;10699
NL;2;2010;D;0;100;0;;0;;;;329;100;8795;100;;;;;;;;;;;905;100;372;;0;;;;0;100;37;100;10029;0;-249;9780
NL;3;2010;D;0;100;0;;0;;;;353;100;9323;100;;;;;;;;;;;946;100;413;;0;;;;0;100;42;100;10622;0;-490;10132
NL;4;2010;D;0;100;0;100;0;100;;100;21;100;7623;100;;100;;100;;100;;100;;100;822;100;289;;0;100;;;0;100;40;100;8466;0;521;8987
NL;5;2010;D;0;100;0;100;0;100;;100;296;100;7227;100;;100;;100;;100;;100;;100;831;100;298;;0;100;;;0;100;44;100;8354;0;509;8863
NL;6;2010;D;0;100;0;100;0;100;;100;345;100;6833;100;;100;;100;;100;;100;;100;732;100;199;;0;100;;;0;100;38;100;7910;0;1069;8979
NL;7;2010;D;0;100;0;100;0;100;;100;350;100;6587;100;;100;;100;;100;;100;;100;711;100;178;;0;100;;;0;100;41;100;7648;0;1413;9061
NL;8;2010;D;0;100;0;100;0;100;;100;350;100;6550;100;;100;;100;;100;;100;;100;880;100;347;;0;100;;;0;100;43;100;7780;0;1189;8969
NL;9;2010;D;0;100;0;100;0;100;;100;343;100;7556;100;;100;;100;;100;;100;;100;851;100;318;100;0;100;;;0;100;44;100;8750;0;397;9147
NL;10;2010;D;0;100;0;100;0;100;;100;359;100;9826;100;;100;;100;;100;;100;;100;996;100;463;;n.a.;100;;;0;100;50;100;11181;0;-978;10203
NL;11;2010;D;0;100;0;100;0;100;;100;350;100;9443;100;;100;;100;;100;;100;;100;936;100;403;;n.a.;100;;;0;100;40;100;10729;0;-223;10506
NL;12;2010;D;0;100;0;100;0;100;;100;337;100;9701;100;;100;;100;;100;;100;;100;920;100;387;;n.a.;100;;;0;100;40;100;10958;0;176;11134
NO;1;2013;P;14150;100;;;0;100;14150;;0;100;311;100;;100;;100;;100;;100;;100;147;100;147;100;0;100;0;100;0;100;1217;100;14608;58;-240;14310
NO;2;2013;P;12094;100;;;0;100;12094;;0;100;191;100;;100;;100;;100;;100;;100;139;100;139;100;0;100;0;100;0;100;1048;100;12424;53;121;12492
NO;3;2013;P;11951;100;;;0;100;11951;;0;100;186;100;;100;;100;;100;;100;;100;170;100;170;100;0;100;0;100;0;100;1075;100;12307;54;768;13021
NO;4;2013;P;9127;100;;;0;100;9127;;0;100;207;100;;100;;100;;100;;100;;100;140;100;140;100;0;100;0;100;0;100;866;100;9474;65;1410;10819
NO;5;2013;P;9347;100;;;0;100;9347;;0;100;310;100;;100;;100;;100;;100;;100;136;100;136;100;0;100;0;100;0;100;784;100;9793;189;-233;9371
NO;6;2013;P;9270;100;;;0;100;9270;;0;100;270;100;;100;;100;;100;;100;;100;94;100;94;100;0;100;0;100;0;100;708;100;9634;353;-1176;8105
NO;7;2013;P;9277;100;;;0;100;9277;;0;100;325;100;;100;;100;;100;;100;;100;136;100;136;100;0;100;0;100;0;100;691;100;9738;224;-1595;7919
NO;8;2013;P;9726;100;;;0;100;9726;;0;100;291;100;;100;;100;;100;;100;;100;122;100;122;100;0;100;0;100;0;100;711;100;10139;100;-1793;8246
NO;9;2013;P;9469;100;;;0;100;9469;;0;100;302;100;;100;;100;;100;;100;;100;114;100;114;100;0;100;0;100;0;100;727;100;9885;60;-1014;8811
NO;10;2013;P;10383;100;;;0;100;10383;;0;100;310;100;;100;;100;;100;;100;;100;182;100;182;100;0;100;0;100;0;100;855;100;10875;65;-287;10523
NO;11;2013;P;11719;100;;;0;100;11719;;0;100;300;100;;100;;100;300;100;;100;;100;209;100;209;100;0;100;0;100;0;100;977;100;12228;72;-417;11739
NO;12;2013;P;12512;100;;;0;100;12512;;0;100;315;100;;100;;100;315;100;;100;;100;299;100;299;100;0;100;0;100;0;100;1057;100;13126;88;-551;12487
NO;1;2012;P;15006;100;;;0;100;15006;;0;100;282;100;;100;;100;;100;;100;;100;140;100;140;100;0;100;0;100;0;100;1211;100;15428;79;-1884;13465
NO;2;2012;P;13938;100;;;0;100;13938;;0;100;322;100;;100;;100;;100;;100;;100;171;100;171;100;0;100;0;100;0;100;1129;100;14431;57;-1707;12667
NO;3;2012;P;12414;100;;;0;100;12414;;0;100;284;100;;100;;100;;100;;100;;100;183;100;183;100;0;100;0;100;0;100;989;100;12881;125;-1238;11518
NO;4;2012;P;11711;100;;;0;100;11711;;0;100;286;100;;100;;100;;100;;100;;100;85;100;85;100;0;100;0;100;0;100;915;100;12082;69;-1556;10457
NO;5;2012;P;10808;100;;;0;100;10808;;0;100;250;100;;100;;100;;100;;100;;100;102;100;102;100;0;100;0;100;0;100;818;100;11160;135;-1779;9246
NO;6;2012;P;10120;100;;;0;100;10120;;0;100;265;100;;100;;100;;100;;100;;100;72;100;72;100;0;100;0;100;0;100;746;100;10457;316;-1814;8327
NO;7;2012;P;10030;100;;;0;100;10030;;0;100;190;100;;100;;100;;100;;100;;100;91;100;91;100;0;100;0;100;0;100;719;100;10311;583;-1816;7912
NO;8;2012;P;10685;100;;;0;100;10685;;0;100;308;100;;100;;100;;100;;100;;100;74;100;74;100;0;100;0;100;0;100;771;100;11067;231;-2510;8326
NO;9;2012;P;10521;100;;;0;100;10521;;0;100;244;100;;100;;100;;100;;100;;100;139;100;139;100;0;100;0;100;0;100;785;100;10904;271;-1618;9015
NO;10;2012;P;11765;100;;;0;100;11765;;0;100;306;100;;100;;100;;100;;100;;100;139;100;139;100;0;100;0;100;0;100;943;100;12210;143;-1079;10988
NO;11;2012;P;11825;100;;;0;100;11825;;0;100;293;100;;100;;100;;100;;100;;100;177;100;177;100;0;100;0;100;0;100;989;100;12295;73;-588;11634
NO;12;2012;P;14092;100;;;0;100;14092;;0;100;340;100;;100;;100;;100;;100;;100;187;100;187;100;0;100;0;100;0;100;1222;100;14619;56;-255;14308
NO;1;2011;D;10506;100;10506;100;0;100;;100;0;100;608;100;;100;;100;;100;;100;;100;139;100;139;;0;100;;;0;100;1077;100;11253;55;2330;13528
NO;2;2011;D;9831;100;9831;100;0;100;;100;0;100;578;100;;100;;100;;100;;100;;100;106;100;106;;0;100;;;0;100;987;100;10515;53;1893;12355
NO;3;2011;D;9328;100;9328;100;0;100;;100;0;100;629;100;;100;;100;;100;;100;;100;151;100;151;;0;100;;;0;100;962;100;10108;59;2199;12248
NO;4;2011;D;7706;100;7706;100;0;100;;100;0;100;530;100;;100;;100;;100;;100;;100;109;100;109;;0;100;;;0;100;732;100;8345;243;1243;9345
NO;5;2011;D;8036;100;8036;100;0;100;;100;0;100;428;100;;100;;100;;100;;100;;100;71;100;71;;0;100;;;0;100;674;100;8535;250;396;8681
NO;6;2011;D;8929;100;8929;100;0;100;;100;0;100;277;100;;100;;100;;100;;100;;100;55;100;55;;0;100;;;0;100;667;100;9261;425;-1006;7830
NO;7;2011;D;10156;100;10156;100;0;100;;100;0;100;265;100;;100;;100;;100;;100;;100;50;100;50;;0;100;;;0;100;729;100;10471;393;-2278;7800
NO;8;2011;D;10076;100;10076;100;0;100;;100;0;100;310;100;;100;;100;;100;;100;;100;41;100;41;;0;100;;;0;100;738;100;10427;116;-2147;8164
NO;9;2011;D;9991;100;9991;100;0;100;;100;0;100;261;100;;100;;100;;100;;100;;100;109;100;109;;0;100;;;0;100;764;100;10361;316;-1459;8586
NO;10;2011;D;11672;100;11672;100;0;100;;100;0;100;275;100;;100;;100;;100;;100;;100;154;100;154;;0;100;;;0;100;900;100;12101;286;-1704;10111
NO;11;2011;D;12597;100;12597;100;0;100;;100;0;100;309;100;;100;;100;;100;;100;;100;128;100;128;;0;100;;;0;100;983;100;13034;89;-2009;10936
NO;12;2011;D;12555;100;12555;100;0;100;;100;0;100;306;100;;100;;100;;100;;100;;100;144;100;144;;0;100;;;0;100;1067;100;13005;125;-444;12436
NO;1;2010;D;14256;100;14256;;0;;;;0;100;477;100;;;;;;;;;;;94;100;94;100;0;100;;;0;100;1252;100;14827;54;152;14925
NO;2;2010;D;12071;100;12071;;0;;;;0;100;455;100;;;;;;;;;;;65;100;65;;0;;;;0;100;1076;100;12591;53;525;13063
NO;3;2010;D;10554;100;0;;0;;;;0;100;547;100;;;;;;;;;;;84;100;0;;0;;;;0;100;986;100;11185;56;1296;12425
NO;4;2010;D;8072;100;0;;0;;;;0;100;519;100;;;;;;;;;;;66;100;66;;0;;;;0;100;782;100;8657;59;1538;10136
NO;5;2010;D;6918;100;6918;100;0;100;;100;0;100;459;100;;100;;100;;100;;100;;100;43;100;43;;0;100;;;0;100;695;100;7420;155;1791;9056
NO;6;2010;D;6348;100;6348;100;0;100;;100;0;100;481;100;;100;;100;;100;;100;;100;59;100;59;;0;100;;;0;100;623;100;6888;191;1455;8152
NO;7;2010;D;7303;100;7303;100;0;100;;100;0;100;499;100;;100;;100;;100;;100;;100;64;100;64;;0;100;;;0;100;603;100;7866;199;-131;7536
NO;8;2010;D;7373;100;7373;100;0;100;;100;0;100;339;100;;100;;100;;100;;100;;100;56;100;56;;0;100;;;0;100;613;100;7768;156;299;7911
NO;9;2010;D;8540;100;8540;100;0;100;;100;0;100;223;100;;100;;100;;100;;100;;100;51;100;51;;0;100;;;0;100;689;100;8814;74;-139;8601
NO;10;2010;D;10895;100;10895;100;0;100;;100;0;100;228;100;;100;;100;;100;;100;;100;119;100;119;;0;100;;;0;100;894;100;11242;80;-620;10542
NO;11;2010;D;11589;100;11589;100;0;100;;100;0;100;441;100;;100;;100;;100;;100;;100;91;100;91;;0;100;;;0;100;1041;100;12121;60;570;12631
NO;12;2010;D;13367;100;13367;100;0;100;;100;0;100;599;100;;100;;100;;100;;100;;100;100;100;100;;0;100;;;0;100;1244;100;14066;53;801;14814
PL;1;2013;P;228;100;;;141;100;87;;0;100;12769;100;4363;100;7968;100;438;100;0;100;0;100;1092;100;498;100;0;100;594;100;0;100;127;100;14089;67;-536;13486
PL;2;2013;P;248;100;;;171;100;77;;0;100;11520;100;3930;100;7198;100;392;100;0;100;0;100;911;100;338;100;0;100;573;100;0;100;96;100;12679;40;-695;11944
PL;3;2013;P;309;100;;;179;100;192;;0;100;12173;100;4307;100;7517;100;349;100;0;100;0;100;1096;100;456;100;0;100;528;100;0;100;105;100;13578;69;-543;12966
PL;4;2013;P;346;100;;;197;100;148;;0;100;10739;100;4216;100;6301;100;222;100;0;100;0;100;932;100;394;100;0;100;538;100;0;100;95;100;12017;63;-386;11568
PL;5;2013;P;299;100;;;191;100;108;;0;100;10438;100;4296;100;5946;100;196;100;0;100;0;100;825;100;347;100;0;100;477;100;0;100;103;100;11562;54;-249;11259
PL;6;2013;P;283;100;;;167;100;116;;0;100;10270;100;4344;100;5775;100;151;100;0;100;0;100;721;100;295;100;0;100;426;100;0;100;118;100;11274;54;73;11293
PL;7;2013;P;230;100;;;143;100;88;;0;100;10842;100;4578;100;6144;100;119;100;0;100;0;100;839;100;302;100;0;100;537;100;0;100;122;100;11911;63;-124;11724
PL;8;2013;P;169;100;;;91;100;78;;0;100;10802;100;4438;100;6114;100;251;100;0;100;0;100;891;100;356;100;0;100;536;100;0;100;119;100;11862;59;-201;11602
PL;9;2013;P;170;100;;;97;100;73;;0;100;11077;100;4294;100;6560;100;223;100;0;100;0;100;966;100;444;100;0;100;523;100;0;100;133;100;12213;76;-561;11576
PL;10;2013;P;194;100;;;109;100;85;;0;100;11825;100;4613;100;6949;100;262;100;0;100;0;100;1204;100;622;100;0;100;581;100;0;100;144;100;13223;77;-435;12711
PL;11;2013;P;213;100;;;114;100;99;;0;100;11722;100;4498;100;7007;100;217;100;0;100;0;100;1154;100;649;100;0;100;506;100;0;100;125;100;13089;91;-523;12475
PL;12;2013;P;268;100;;;137;100;131;;0;100;11558;100;4290;100;7041;100;227;100;0;100;0;100;1529;100;988;100;0;100;541;100;0;100;135;100;13355;127;-342;12886
PL;1;2012;D;209;100;;;127;100;82;;0;100;12546;100;4380;100;7720;100;446;100;0;100;0;100;975;100;460;100;0;100;515;100;0;100;124;100;13730;55;-453;13222
PL;2;2012;D;177;100;;;101;100;76;;0;100;12779;100;4392;100;7951;100;436;100;0;100;0;100;851;100;377;100;0;100;474;100;0;100;137;100;13807;56;-570;13181
PL;3;2012;D;282;100;;;183;100;99;;0;100;11543;100;4206;100;6893;100;444;100;0;100;0;100;1032;100;471;100;0;100;561;100;0;100;103;100;12857;46;-136;12675
PL;4;2012;D;280;100;;;170;100;110;;0;100;10602;100;4102;100;6089;100;411;100;0;100;0;100;938;100;353;100;0;100;585;100;0;100;100;100;11820;41;-322;11457
PL;5;2012;D;227;100;;;130;100;98;;0;100;10241;100;4076;100;5912;100;253;100;0;100;0;100;898;100;304;100;0;100;594;100;0;100;109;100;11366;38;-21;11307
PL;6;2012;D;226;100;;;131;100;95;;0;100;10364;100;4295;100;5869;100;201;100;0;100;0;100;910;100;274;100;0;100;636;100;0;100;118;100;11500;50;-378;11072
PL;7;2012;D;194;100;;;112;100;82;;0;100;10311;100;4279;100;5806;100;226;100;0;100;0;100;863;100;230;100;0;100;632;100;0;100;131;100;11368;57;15;11326
PL;8;2012;D;151;100;;;80;100;71;;0;100;10479;100;4084;100;6099;100;296;100;0;100;0;100;891;100;244;100;0;100;647;100;0;100;129;100;11521;60;-44;11417
PL;9;2012;D;138;100;;;77;100;62;;0;100;10376;100;4071;100;5953;100;352;100;0;100;0;100;953;100;349;100;0;100;604;100;0;100;112;100;11467;38;-107;11322
PL;10;2012;D;156;100;;;83;100;73;;0;100;11496;100;4049;100;7040;100;407;100;0;100;0;100;1080;100;407;100;0;100;672;100;0;100;123;100;12732;69;-121;12542
PL;11;2012;D;189;100;;;109;100;80;;0;100;11466;100;4161;100;6874;100;430;100;0;100;0;100;1149;100;423;100;0;100;726;100;0;100;106;100;12804;70;-340;12394
PL;12;2012;D;202;100;;;100;100;102;;0;100;11974;100;4074;100;7459;100;442;100;0;100;0;100;1220;100;489;100;0;100;731;100;0;100;122;100;13396;61;-364;12971
PL;1;2011;D;291;100;60;100;160;100;;100;0;100;13242;100;4039;100;8780;100;423;100;0;100;0;100;176;100;150;;0;100;;;0;100;129;100;13709;76;-415;13218
PL;2;2011;D;252;100;45;100;156;100;;100;0;100;12250;100;3751;100;8106;100;393;100;0;100;0;100;241;100;216;;0;100;;;0;100;112;100;12743;57;-421;12265
PL;3;2011;D;244;100;41;100;168;100;;100;0;100;13182;100;4178;100;8555;100;449;100;0;100;0;100;241;100;216;;0;100;;;0;100;112;100;13667;35;-775;12857
PL;4;2011;D;257;100;43;100;166;100;;100;0;100;11414;100;3701;100;7297;100;416;100;0;100;0;100;284;100;206;;0;100;;;0;100;98;100;11955;44;-398;11513
PL;5;2011;D;216;100;36;100;132;100;;100;0;100;11771;100;3974;100;7550;100;246;100;0;100;0;100;211;100;184;;0;100;;;0;100;112;100;12198;51;-573;11574
PL;6;2011;D;198;100;33;100;116;100;;100;0;100;11147;100;4170;100;6794;100;182;100;0;100;0;100;207;100;181;;0;100;;;0;100;113;100;11552;51;-285;11216
PL;7;2011;D;277;100;64;100;160;100;;100;0;100;11090;100;4210;100;6654;100;226;100;0;100;0;100;200;100;173;;0;100;;;0;100;130;100;11567;59;-140;11368
PL;8;2011;D;265;100;47;100;155;100;;100;0;100;11488;100;4413;100;6769;100;307;100;0;100;0;100;230;100;204;;0;100;;;0;100;114;100;11983;52;-403;11528
PL;9;2011;D;173;100;25;100;108;100;;100;0;100;11720;100;4186;100;7265;100;269;100;0;100;0;100;238;100;211;;0;100;;;0;100;119;100;12131;48;-438;11645
PL;10;2011;D;157;100;21;100;86;100;;100;0;100;12741;100;4184;100;8122;100;435;100;0;100;0;100;305;100;275;;0;100;;;0;100;127;100;13203;61;-464;12678
PL;11;2011;D;126;100;18;100;67;100;;100;0;100;12932;100;4051;100;8447;100;434;100;0;100;0;100;233;100;207;;0;100;;;0;100;126;100;13291;53;-509;12729
PL;12;2011;D;166;100;25;100;94;100;;100;0;100;12848;100;4536;100;7872;100;440;100;0;100;0;100;571;100;522;;0;100;;;0;100;134;100;13585;58;-422;13105
PL;1;2010;D;259;100;38;100;125;100;;100;0;100;13276;100;3984;100;8785;100;508;100;;;;;136;100;117;;0;100;;;0;100;165;100;13671;103;-164;13404
PL;2;2010;D;193;100;34;100;104;100;;100;0;100;11985;100;3787;100;7749;100;449;100;;;;;125;100;106;;0;100;;;0;100;126;100;12303;65;-335;11903
PL;3;2010;D;313;100;57;100;192;100;;100;0;100;12340;100;4174;100;7763;100;403;100;0;100;0;100;179;100;158;;0;100;;;0;100;125;100;12832;57;-157;12618
PL;4;2010;D;307;100;63;100;179;100;;100;0;100;10626;100;3623;100;6644;100;358;100;0;100;0;100;149;100;127;;0;100;;;0;100;100;100;11082;48;50;11084
PL;5;2010;D;334;100;74;100;167;100;;100;0;100;10730;100;3547;100;7004;100;179;100;0;100;0;100;160;100;136;;0;100;;;0;100;105;100;11224;56;145;11313
PL;6;2010;D;313;100;45;100;169;100;;100;0;100;10573;100;3656;100;6704;100;213;100;0;100;0;100;125;100;101;;0;100;;;0;100;104;100;11011;66;-94;10851
PL;7;2010;D;266;100;40;100;136;100;;100;0;100;11007;100;4005;100;6799;100;203;100;0;100;0;100;122;100;100;;0;100;;;0;100;135;100;11395;85;60;11370
PL;8;2010;D;293;100;58;100;161;100;;100;0;100;10770;100;3812;100;6776;100;182;100;0;100;0;100;148;100;126;;0;100;;;0;100;123;100;11211;69;68;11210
PL;9;2010;D;307;100;64;100;176;100;;100;0;100;11105;100;3670;100;7143;100;292;100;0;100;0;100;227;100;203;;0;100;;;0;100;119;100;11639;56;-181;11402
PL;10;2010;D;262;100;46;100;150;100;;100;0;100;12319;100;3816;100;8056;100;447;100;0;100;0;100;255;100;231;;0;100;;;0;100;120;100;12836;74;-285;12477
PL;11;2010;D;255;100;43;100;156;100;;100;0;100;12094;100;3743;100;7928;100;423;100;0;100;0;100;242;100;221;;0;100;;;0;100;117;100;12591;69;-242;12280
PL;12;2010;D;303;100;53;100;159;100;;100;0;100;13445;100;3734;100;9334;100;377;100;0;100;0;100;240;100;217;;0;100;;;0;100;142;100;13988;89;-220;13679
PT;1;2013;P;1520;100;;;831;100;689;;0;100;1734;100;0;100;991;100;704;100;18;100;21;100;1431;100;1184;100;19;100;228;100;0;100;70;100;4685;163;-45;4477
PT;2;2013;P;1508;100;;;898;100;610;;0;100;1520;100;0;100;905;100;577;100;21;100;18;100;1265;100;1028;100;27;100;210;100;0;100;58;100;4293;150;-99;4044
PT;3;2013;P;2243;100;;;1311;100;932;;0;100;989;100;0;100;431;100;515;100;23;100;20;100;1803;100;1544;100;26;100;234;100;0;100;80;100;5035;110;-620;4305
PT;4;2013;P;2263;100;;;1408;100;855;;0;100;862;100;0;100;354;100;473;100;18;100;16;100;1325;100;1061;100;41;100;223;100;0;100;69;100;4450;69;-525;3856
PT;5;2013;P;1173;100;;;723;100;450;;0;100;1512;100;0;100;1022;100;451;100;19;100;20;100;1113;100;833;100;47;100;233;100;0;100;55;100;3798;73;150;3875
PT;6;2013;P;842;100;;;431;100;412;;0;100;1569;100;0;100;1038;100;497;100;13;100;21;100;1058;100;786;100;47;100;224;100;0;100;48;100;3469;122;440;3787
PT;7;2013;P;660;100;;;267;100;393;;0;100;1878;100;0;100;1087;100;756;100;12;100;23;100;736;100;479;100;50;100;207;100;0;100;55;100;3274;104;1092;4262
PT;8;2013;P;597;100;;;325;100;272;;0;100;1828;100;0;100;1249;100;547;100;10;100;22;100;995;100;723;100;52;100;221;100;0;100;52;100;3420;134;658;3944
PT;9;2013;P;738;100;;;370;100;367;;0;100;1645;100;0;100;1059;100;549;100;15;100;22;100;1000;100;729;100;42;100;229;100;0;100;54;100;3383;133;707;3957
PT;10;2013;P;952;100;;;573;100;378;;0;100;1524;100;0;100;984;100;506;100;15;100;18;100;1137;100;874;100;33;100;230;100;0;100;58;100;3613;128;530;4015
PT;11;2013;P;1128;100;;;606;100;523;;0;100;1435;100;0;100;895;100;507;100;13;100;19;100;1528;100;1272;100;30;100;225;100;0;100;61;100;4091;131;171;4131
PT;12;2013;P;1015;100;;;568;100;447;;0;100;1802;100;0;100;936;100;828;100;14;100;23;100;1499;100;1236;100;27;100;236;100;0;100;66;100;4316;142;317;4491
PT;1;2012;D;497;100;;;277;100;220;;0;100;2480;100;0;100;1093;100;1307;100;60;100;20;100;879;100;651;;21;100;208;;0;100;59;100;3856;78;860;4638
PT;2;2012;D;355;100;;;179;100;175;;0;100;2264;100;0;100;1080;100;1099;100;66;100;20;100;1141;100;901;;28;100;212;;0;100;54;100;3760;84;700;4376
PT;3;2012;D;425;100;;;272;100;153;;0;100;1965;100;0;100;1083;100;808;100;51;100;23;100;1047;100;796;100;29;100;221;100;0;100;51;100;3437;128;795;4104
PT;4;2012;D;431;100;;;275;100;156;;0;100;1385;100;0;100;755;100;571;100;41;100;18;100;1341;100;1093;100;23;100;225;100;0;100;50;100;3157;133;801;3825
PT;5;2012;D;721;100;;;461;100;260;;0;100;1565;100;0;100;947;100;560;100;49;100;9;100;1023;100;777;100;33;100;213;100;0;100;55;100;3309;88;747;3968
PT;6;2012;D;464;100;;;299;100;165;;0;100;1841;100;0;100;1123;100;659;100;50;100;9;100;967;100;724;100;36;100;207;100;0;100;51;100;3272;101;681;3852
PT;7;2012;D;333;100;;;177;100;156;;0;100;2226;100;0;100;1203;100;956;100;55;100;12;100;1032;100;766;100;44;100;222;100;0;100;47;100;3591;121;657;4127
PT;8;2012;D;320;100;;;166;100;154;;0;100;2269;100;0;100;1151;100;1052;100;50;100;16;100;930;100;660;100;42;100;227;100;0;100;46;100;3519;101;456;3874
PT;9;2012;D;319;100;;;130;100;188;;0;100;2125;100;0;100;1003;100;1054;100;47;100;21;100;970;100;729;100;34;100;208;100;0;100;51;100;3414;103;618;3929
PT;10;2012;D;544;100;;;281;100;262;;0;100;1780;100;0;100;884;100;834;100;44;100;19;100;944;100;686;100;29;100;229;100;0;100;50;100;3268;122;821;3967
PT;11;2012;D;965;100;;;553;100;412;;0;100;1649;100;0;100;943;100;660;100;27;100;19;100;1436;100;1200;100;19;100;217;100;0;100;56;100;4050;137;162;4075
PT;12;2012;D;1075;100;;;599;100;475;;0;100;1565;100;0;100;872;100;650;100;23;100;20;100;1281;100;1028;100;19;100;235;100;0;100;68;100;3921;191;595;4325
PT;1;2011;D;2301;100;713;100;1431;100;;100;0;100;1441;100;0;100;183;100;1137;100;99;100;53;100;1150;100;920;100;10;100;;;0;100;84;100;4892;33;51;4910
PT;2;2011;D;1447;100;436;100;941;100;;100;0;100;2064;100;0;100;595;100;1362;100;88;100;19;100;1000;100;809;100;15;100;;;0;100;53;100;4511;28;-156;4327
PT;3;2011;D;1537;100;393;100;1078;100;;100;0;100;1808;100;0;100;277;100;1412;100;100;100;19;100;1111;100;875;100;18;100;;;0;100;60;100;4456;36;12;4432
PT;4;2011;D;1218;100;267;100;918;100;;100;0;100;1286;100;0;100;89;100;1095;100;85;100;17;100;935;100;702;100;22;100;;;0;100;58;100;3439;54;502;3887
PT;5;2011;D;983;100;288;100;664;100;;100;0;100;2488;100;0;100;758;100;1629;100;81;100;20;100;711;100;464;100;26;100;;;0;100;50;100;4182;41;-46;4095
PT;6;2011;D;579;100;250;100;285;100;;100;0;100;2196;100;0;100;930;100;1159;100;86;100;22;100;908;100;666;100;30;100;;;0;100;42;100;3683;43;330;3970
PT;7;2011;D;433;100;186;100;195;100;;100;0;100;2271;100;0;100;1022;100;1136;100;90;100;23;100;1146;100;885;100;32;100;;;0;100;46;100;3850;65;437;4222
PT;8;2011;D;432;100;192;100;189;100;;100;0;100;2518;100;0;100;1138;100;1270;100;89;100;21;100;832;100;581;;28;100;;;0;100;46;100;3782;57;277;4002
PT;9;2011;D;525;100;141;100;329;100;;100;0;100;2482;100;0;100;1086;100;1283;100;91;100;22;100;705;100;459;;26;100;;;0;100;49;100;3712;82;448;4078
PT;10;2011;D;610;100;195;100;377;100;;100;0;100;2168;100;0;100;1032;100;1037;100;80;100;19;100;1035;100;785;;24;100;;;0;100;50;100;3813;87;342;4068
PT;11;2011;D;936;100;231;100;658;100;;100;0;100;1878;100;0;100;941;100;852;100;68;100;18;100;1205;100;972;;15;100;;;0;100;54;100;4019;97;187;4109
PT;12;2011;D;824;100;217;100;565;100;;100;0;100;2132;100;0;100;1077;100;972;100;61;100;23;100;1128;100;884;;16;100;;;0;100;61;100;4084;114;429;4399
PT;1;2010;D;2573;100;963;100;1519;100;;100;0;100;1493;100;0;100;504;100;862;100;82;100;45;100;1140;100;975;100;8;100;;;0;100;93;100;5206;23;-263;4920
PT;2;2010;D;1890;100;679;100;1122;100;;100;0;100;1344;100;0;100;288;100;932;100;79;100;45;100;1151;100;983;100;9;100;;;0;100;76;100;4385;36;81;4430
PT;3;2010;D;2326;100;811;100;1394;100;;100;0;100;1134;100;0;100;75;100;915;100;95;100;50;100;1112;100;915;;14;100;;;0;100;85;100;4572;34;32;4570
PT;4;2010;D;1988;100;683;100;1260;100;;100;0;100;1163;100;0;100;157;100;869;100;86;100;51;100;833;100;616;;19;100;;;0;100;78;100;3984;36;46;3994
PT;5;2010;D;1502;100;530;100;944;100;;100;0;100;1619;100;0;100;197;100;1292;100;84;100;45;100;919;100;703;100;23;100;;;0;100;63;100;4040;35;64;4069
PT;6;2010;D;959;100;285;100;644;100;;100;0;100;1888;100;0;100;458;100;1296;100;87;100;48;100;771;100;549;100;24;100;;;0;100;55;100;3618;26;415;4007
PT;7;2010;D;741;100;289;100;427;100;;100;0;100;2346;100;0;100;630;100;1575;100;90;100;51;100;807;100;585;;28;100;;;0;100;55;100;3894;22;586;4458
