siec,plant_tec,unit,geo\time	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 
RA310,CAP_NET_ELC,MW,NO	4030.000 	2914.000 	1710.000 	1207.000 	883.000 	867.000 	859.000 	818.000 	705.000 	512.000 	425.000 	423.000 	395.000 	348.000 	284.000 	265.000 	152.000 	97.000 	97.000 	13.000 	13.000 	14.000 	5.000 	4.000 	4.000 	3.000 	3.000 	3.000 	0.000 	0.000 	0.000 
RA310,CAP_NET_ELC,MW,PL	6298.250 	5836.823 	5766.078 	5759.357 	5747.000 	4886.000 	3836.000 	3429.000 	2564.000 	1800.000 	1108.000 	709.000 	526.000 	306.000 	172.000 	121.000 	40.000 	35.000 	32.000 	19.000 	4.000 	3.000 	2.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA310,CAP_NET_ELC,MW,PT	5097.260 	5222.745 	5172.359 	5124.105 	5124.103 	4934.838 	4854.556 	4607.949 	4409.552 	4254.355 	3796.000 	3326.000 	2857.000 	2201.000 	1681.000 	1064.000 	553.000 	268.000 	190.000 	125.000 	83.000 	57.000 	48.000 	29.000 	18.000 	8.000 	8.000 	8.000 	3.000 	1.000 	1.000 
RA310,CAP_NET_ELC,MW,RO	3012.527 	3037.515 	3032.258 	3029.798 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA310,CAP_NET_ELC,MW,RS	398.000 	398.000 	227.000 	25.000 	17.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA310,CAP_NET_ELC,MW,SE	9773.000 	8478.000 	7097.000 	6408.000 	6232.000 	5606.000 	4875.000 	3981.000 	3443.000 	2601.000 	1854.000 	1312.000 	956.000 	692.000 	564.000 	501.000 	454.000 	396.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA310,CAP_NET_ELC,MW,SI	3.300 	3.300 	3.300 	3.300 	3.000 	3.000 	3.000 	2.000 	2.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA310,CAP_NET_ELC,MW,SK	4.000 	4.000 	3.000 	4.000 	3.000 	3.000 	3.000 	5.000 	3.000 	3.000 	3.000 	3.000 	5.000 	5.000 	5.000 	5.000 	3.000 	3.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA310,CAP_NET_ELC,MW,TR	8832.395 	7591.156 	7005.386 	6516.150 	5751.000 	4503.000 	3630.000 	2760.000 	2261.000 	1729.000 	1320.000 	792.000 	364.000 	146.000 	59.000 	21.000 	19.000 	19.000 	19.000 	19.000 	19.000 	9.000 	9.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA310,CAP_NET_ELC,MW,UA	1110.400 	796.000 	476.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA310,CAP_NET_ELC,MW,UK	: 	14124.648 	13550.721 	12597.148 	10832.535 	9212.234 	8572.653 	7586.322 	6034.970 	4758.035 	4079.782 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA310,CAP_NET_ELC,MW,XK	33.750 	33.750 	33.750 	33.750 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA320,CAP_NET_ELC,MW,AL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,AT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,BA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA320,CAP_NET_ELC,MW,BE	2261.800 	1555.500 	1185.900 	877.200 	712.200 	712.000 	707.700 	707.700 	381.000 	196.500 	196.500 	32.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,BG	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,CZ	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,DE	7774.000 	7555.000 	6393.000 	5406.000 	4152.000 	3283.000 	994.000 	508.000 	268.000 	188.000 	80.000 	35.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,DK	1700.800 	1700.800 	1700.800 	1263.800 	1271.050 	1271.050 	1271.050 	1271.050 	921.850 	871.450 	867.850 	660.850 	423.350 	423.350 	423.350 	423.350 	423.350 	423.350 	213.950 	49.950 	49.950 	9.950 	9.950 	9.950 	9.950 	9.950 	4.950 	4.950 	4.950 	4.950 	0.000 
RA320,CAP_NET_ELC,MW,EA19	12593.299 	10140.500 	8608.600 	7312.900 	5825.500 	4358.300 	1936.000 	1448.000 	881.300 	616.660 	506.800 	295.000 	228.000 	108.000 	108.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,EE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,EL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,ES	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,EU27_2020	14497.099 	12044.300 	10512.400 	8779.700 	7299.550 	5842.350 	3420.050 	2932.050 	1966.150 	1651.110 	1537.650 	1118.850 	784.350 	662.350 	552.350 	444.350 	444.350 	444.350 	213.950 	49.950 	49.950 	9.950 	9.950 	9.950 	9.950 	9.950 	4.950 	4.950 	4.950 	4.950 	0.000 
RA320,CAP_NET_ELC,MW,FI	73.000 	73.000 	72.700 	72.700 	4.300 	4.300 	4.300 	2.300 	2.300 	2.300 	2.300 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,FR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,GE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA320,CAP_NET_ELC,MW,HR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,HU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,IE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,IT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,LI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA320,CAP_NET_ELC,MW,LT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,LU	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,LV	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,MD	0.000 	0.000 	0.000 	9.000 	2.000 	1.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA320,CAP_NET_ELC,MW,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA320,CAP_NET_ELC,MW,MK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,MT	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,NL	2459.500 	957.000 	957.000 	957.000 	957.000 	357.000 	228.000 	228.000 	228.000 	228.000 	228.000 	228.000 	228.000 	108.000 	108.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,NO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,PL	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,PT	24.999 	0.000 	0.000 	0.000 	0.000 	2.000 	2.000 	2.000 	2.000 	1.860 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,RO	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,RS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,SE	203.000 	203.000 	203.000 	203.000 	203.000 	213.000 	213.000 	213.000 	163.000 	163.000 	163.000 	163.000 	133.000 	131.000 	21.000 	21.000 	21.000 	21.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,SI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,SK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,TR	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,UA	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,UK	: 	9970.733 	8216.500 	6987.850 	5293.400 	5093.400 	4501.300 	3695.950 	2995.450 	1838.250 	1341.450 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA320,CAP_NET_ELC,MW,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA400,CAP_NET_ELC,MW,AL	21.000 	14.000 	1.000 	1.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA400,CAP_NET_ELC,MW,AT	2042.934 	1702.093 	1455.132 	1268.971 	1096.016 	937.098 	785.246 	625.974 	337.483 	174.070 	88.813 	48.915 	30.120 	24.238 	22.387 	21.018 	27.000 	23.000 	9.000 	7.000 	5.000 	4.000 	3.000 	2.000 	2.000 	1.000 	1.000 	1.000 	1.000 	0.000 	0.000 
RA400,CAP_NET_ELC,MW,BA	34.890 	22.350 	18.150 	16.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA400,CAP_NET_ELC,MW,BE	5574.800 	4636.600 	4000.000 	3620.600 	3328.800 	3131.600 	3015.000 	2901.600 	2646.600 	1978.600 	1006.600 	386.000 	62.000 	20.000 	2.000 	2.000 	1.000 	1.000 	1.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA400,CAP_NET_ELC,MW,BG	1097.357 	1047.950 	1032.679 	1035.570 	1028.000 	1029.000 	1026.000 	1020.000 	1013.000 	154.000 	25.000 	2.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA400,CAP_NET_ELC,MW,CY	229.134 	151.261 	118.479 	110.046 	84.000 	76.000 	64.000 	35.000 	17.000 	10.000 	7.000 	4.000 	2.000 	1.000 	1.000 	1.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA400,CAP_NET_ELC,MW,CZ	2122.711 	2086.424 	2075.072 	2069.500 	2067.900 	2074.900 	2067.400 	2063.500 	2022.000 	1913.000 	1727.000 	464.600 	39.500 	3.961 	0.841 	0.586 	0.413 	0.289 	0.155 	0.124 	0.072 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA400,CAP_NET_ELC,MW,DE	53721.000 	48914.000 	45158.000 	42293.000 	40679.000 	39224.000 	37900.000 	36710.000 	34077.000 	25916.000 	18006.000 	10566.000 	6120.000 	4170.000 	2899.000 	2056.000 	1105.000 	435.000 	260.000 	195.000 	114.000 	70.000 	54.000 	42.000 	28.000 	18.000 	12.000 	9.000 	6.000 	2.000 	2.000 
RA400,CAP_NET_ELC,MW,DK	1304.294 	1080.000 	998.000 	906.350 	850.953 	782.108 	607.000 	571.000 	402.000 	17.000 	7.000 	5.000 	3.000 	3.000 	3.000 	3.000 	2.000 	2.000 	2.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA400,CAP_NET_ELC,MW,EA19	125234.232 	110871.587 	96774.914 	89911.096 	85548.897 	82042.702 	78413.889 	75175.464 	67613.131 	51184.999 	28844.357 	16517.889 	10383.682 	4973.172 	3216.083 	2261.601 	1289.561 	583.170 	350.593 	269.160 	172.000 	118.000 	96.000 	78.000 	59.000 	45.000 	36.000 	31.000 	23.000 	12.000 	11.000 
RA400,CAP_NET_ELC,MW,EE	207.670 	120.600 	31.900 	15.000 	10.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA400,CAP_NET_ELC,MW,EL	3287.720 	2833.794 	2651.570 	2605.530 	2604.000 	2604.000 	2596.000 	2579.000 	1536.000 	612.000 	202.000 	46.000 	12.000 	9.000 	5.000 	1.000 	1.000 	1.000 	1.000 	1.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA400,CAP_NET_ELC,MW,ES	12589.490 	11143.266 	7067.670 	7027.063 	7017.063 	7008.063 	7001.063 	6994.063 	6569.000 	5432.000 	4605.000 	3705.000 	3445.000 	505.000 	141.000 	52.000 	33.000 	22.000 	17.000 	13.000 	10.000 	8.000 	7.000 	6.000 	5.000 	5.000 	4.000 	4.000 	4.000 	3.000 	3.000 
RA400,CAP_NET_ELC,MW,EU27_2020	138442.687 	120221.816 	104052.252 	96231.806 	91498.797 	87686.287 	83616.439 	79690.357 	71132.431 	53287.109 	30616.357 	16999.489 	10435.182 	4986.133 	3224.924 	2269.187 	1295.974 	589.459 	355.748 	273.284 	176.072 	122.000 	99.000 	81.000 	62.000 	47.000 	37.000 	32.000 	24.000 	12.000 	11.000 
RA400,CAP_NET_ELC,MW,FI	318.000 	222.000 	140.000 	82.000 	39.000 	17.000 	11.000 	9.000 	8.000 	7.000 	7.000 	6.000 	6.000 	5.000 	5.000 	4.000 	4.000 	3.000 	3.000 	3.000 	2.000 	2.000 	2.000 	2.000 	2.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 
RA400,CAP_NET_ELC,MW,FR	12022.225 	10807.874 	9672.296 	8610.437 	7702.081 	7137.517 	6034.418 	5277.289 	4358.754 	3003.574 	1044.000 	277.000 	80.000 	26.000 	15.000 	13.000 	11.000 	9.000 	8.000 	7.000 	7.000 	6.000 	5.000 	4.000 	3.000 	2.000 	2.000 	2.000 	2.000 	0.000 	0.000 
RA400,CAP_NET_ELC,MW,GE	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA400,CAP_NET_ELC,MW,HR	108.500 	84.800 	67.700 	60.000 	55.800 	47.800 	33.000 	19.000 	4.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA400,CAP_NET_ELC,MW,HU	2131.000 	1400.000 	728.000 	344.000 	235.000 	172.000 	89.000 	35.000 	12.000 	4.000 	2.000 	1.000 	1.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA400,CAP_NET_ELC,MW,IE	92.790 	58.310 	31.571 	16.813 	5.927 	2.352 	1.629 	1.017 	0.940 	0.789 	0.693 	0.617 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA400,CAP_NET_ELC,MW,IS	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
RA400,CAP_NET_ELC,MW,IT	21650.040 	20865.275 	20107.589 	19682.293 	19283.000 	18901.000 	18594.000 	18185.000 	16785.000 	13131.000 	3592.000 	1264.000 	483.000 	110.000 	45.000 	34.000 	31.000 	26.000 	22.000 	20.000 	19.000 	18.000 	18.000 	17.000 	16.000 	16.000 	14.000 	12.000 	8.000 	5.000 	4.000 
RA400,CAP_NET_ELC,MW,LI	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
RA400,CAP_NET_ELC,MW,LT	164.000 	103.000 	82.000 	73.751 	70.000 	69.000 	69.000 	68.000 	7.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
