Country;month;year;status;net_gen_nuclear;net_gen_nuclear_rep;prod_fossil_fuels;prod_fossil_fuels_rep;-> of which lignite;lignite_rep;-> of which hard coal;hard_coal_rep;-> of which gas;gas_rep;-> of which oil;fuel_oil_rep;-> of which mixed fuels;mixed_fuel_rep;-> of_which_other_fossil_fuels;other_fossil_fuels_rep;net_gen_renewable;net_gen_renewable_rep;-> of which wind;wind_rep;-> of which solar;solar_rep;-> of which biomass;biomass_rep;-> of_which_other_renewable;other_renewable_rep;net_gen_hydro;net_gen_hydro_rep;-> of_which_renew;renew_rep;-> of_which_other_hydro;other_hydro_rep;net_gen_not_clearly;net_gen_not_clearly_rep;losses_trans;losses_trans_repr;Sum;pump;exg_saldo;consumption
NI;9;2014;P;0;100;474;100;0;100;135;100;339;100;0;100;0;100;0;100;56;100;47;100;0;100;5;100;4;100;1;100;0;100;1;100;0;100;10;100;531;0;159;690
CH;7;2014;D;2122;100;178;100;0;100;0;100;0;100;0;100;0;100;178;100;170;100;11;100;0;100;0;100;159;100;4430;100;0;100;4430;100;0;100;44;100;6900;313;-1800;4787
CH;8;2014;D;1466;100;167;100;0;100;0;100;0;100;0;100;0;100;167;100;159;100;11;100;0;100;0;100;148;100;4134;100;0;100;4134;100;0;100;32;100;5926;331;-889;4706
FI;8;2014;P;1636;100;1047;100;0;100;650;100;216;100;14;100;167;100;0;100;801;100;73;100;0;100;728;100;0;100;823;100;823;100;0;100;53;100;0;100;4360;0;1672;6032
LT;8;2014;P;0;100;223;100;0;100;0;100;134;100;0;100;71;100;18;100;73;100;46;100;8;100;19;100;0;100;75;100;18;100;57;100;0;100;15;100;371;86;556;841
NO;8;2014;P;0;100;313;100;0;100;0;100;313;100;0;100;0;100;0;100;111;100;111;100;0;100;0;100;0;100;9390;100;9390;100;0;100;0;100;693;100;9814;69;-1516;8229
BE;6;2014;P;2521;100;1762;100;0;100;311;100;1448;100;3;100;0;100;0;100;828;100;162;100;405;100;261;100;0;100;94;100;6;100;88;100;0;100;0;100;5205;117;1396;6484
BE;7;2014;P;2831;100;1704;100;0;100;231;100;1471;100;2;100;0;100;0;100;853;100;241;100;358;100;254;100;0;100;95;100;12;100;83;100;0;100;0;100;5483;113;1131;6501
BE;8;2014;P;2133;100;1852;100;0;100;264;100;1583;100;5;100;0;100;0;100;944;100;355;100;314;100;275;100;0;100;89;100;17;100;72;100;0;100;0;100;5018;96;1590;6512
IS;9;2014;P;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;387;100;0;100;0;100;0;100;387;100;1068;100;1068;100;0;100;0;100;31;100;1455;0;0;1455
IS;10;2014;P;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;422;100;1;100;0;100;0;100;421;100;1119;100;1119;100;0;100;0;100;30;100;1541;0;0;1541
MK;8;2014;P;0;100;147;100;147;100;0;100;0;100;0;100;0;100;0;100;9;100;9;100;0;100;0;100;0;100;81;100;0;100;81;100;0;100;12;100;237;0;347;584
DE;8;2014;P;7343;100;21447;100;10518;100;6268;100;3294;100;327;100;1040;100;0;100;12012;100;3858;100;4858;100;3134;100;162;100;2387;100;1780;100;607;100;0;100;423;100;43189;633;-127;42429
RS;8;2014;P;0;100;1525;100;1525;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;875;100;857;100;18;100;0;100;77;100;2400;45;376;2731
RS;9;2014;P;0;100;1504;100;1504;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;951;100;902;100;49;100;0;100;73;100;2455;90;337;2702
SK;9;2014;P;1156;100;357;100;137;100;84;100;119;100;17;100;0;100;0;100;135;100;0;100;43;100;63;100;29;100;422;100;406;100;16;100;4;100;22;100;2074;21;26;2079
AT;8;2014;P;0;100;505;100;0;100;107;100;117;100;46;100;0;100;235;100;425;100;192;100;;100;;100;233;100;4379;100;4118;100;261;100;794;100;56;100;6103;373;-345;5385
ME;8;2014;P;0;100;140;100;140;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;72;100;0;100;72;100;0;100;11;100;212;0;76;288
ME;9;2014;P;0;100;132;100;132;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;123;100;0;100;123;100;0;100;9;100;255;0;-12;243
IT;8;2014;P;0;100;11498;100;0;100;2449;100;6544;100;1418;100;1087;100;0;100;4691;100;966;100;2832;100;417;100;476;100;5724;100;5438;100;286;100;0;100;318;100;21913;119;1875;23669
ME;10;2014;P;0;100;127;100;127;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;165;100;0;100;165;100;0;100;8;100;292;0;-40;252
HR;10;2014;P;0;100;194;100;0;100;157;100;36;100;0;100;1;100;0;100;59;100;59;100;0;100;0;100;0;100;645;100;645;100;0;100;0;100;39;100;898;12;451;1337
BA;9;2014;P;0;100;718;100;718;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;403;100;403;100;0;100;0;100;24;100;1121;0;-220;901
BA;10;2014;P;0;100;831;100;831;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;372;100;372;100;0;100;0;100;26;100;1203;0;-218;985
PT;9;2014;P;0;100;1972;100;0;100;1186;100;753;100;12;100;0;100;21;100;811;100;528;100;52;100;231;100;0;100;733;100;664;100;69;100;0;100;54;100;3516;85;505;3936
PT;10;2014;P;0;100;1719;100;0;100;1159;100;546;100;10;100;0;100;4;100;1144;100;878;100;47;100;219;100;0;100;849;100;765;100;84;100;0;100;54;100;3712;105;408;4015
GB;8;2014;P;4984;100;15214;90;0;100;4984;100;8709;100;0;100;0;100;0;100;2765;100;1659;100;0;100;0;100;0;100;499;87;225;100;209;100;0;100;371;100;23462;273;1897;25086
HU;8;2014;P;1202;100;633;100;368;100;36;100;226;100;3;100;0;100;0;100;195;100;36;100;1;100;158;100;0;100;28;100;28;100;0;100;0;100;32;100;2058;0;1032;3090
HU;9;2014;P;1357;100;679;100;465;100;49;100;160;100;5;100;0;100;0;100;181;100;40;100;0;100;141;100;0;100;23;100;23;100;0;100;0;100;32;100;2240;0;990;3230
IE;9;2014;P;0;100;1719;100;241;100;309;100;1159;100;4;100;0;100;6;100;203;100;183;100;0;100;0;100;20;100;36;100;11;100;25;100;0;100;0;100;1958;46;144;2056
LU;8;2014;D;0;100;15;100;0;100;0;100;15;100;0;100;0;100;0;100;16;100;5;100;7;100;4;100;0;100;86;100;6;100;80;100;6;100;2;100;123;111;461;473
RO;9;2014;P;906;100;1557;100;1084;100;162;100;158;100;0;100;153;100;0;100;825;100;565;100;170;100;90;100;0;100;1562;100;1562;100;0;100;0;100;82;100;4850;13;-685;4152
NL;8;2014;D;372;100;6365;100;0;100;0;100;0;100;0;100;0;100;6365;100;781;100;315;100;10;100;456;100;0;100;6;100;6;100;0;100;0;100;44;100;7524;0;1239;8763
NL;9;2014;D;363;100;6525;100;0;100;0;100;0;100;0;100;0;100;6525;100;1014;100;415;100;8;100;591;100;0;100;8;100;8;100;0;100;0;100;50;100;7910;0;1062;8972
ES;9;2014;P;4806;100;11741;100;663;100;5266;100;4623;100;1189;100;0;100;0;100;3645;100;2145;100;1077;100;420;100;3;100;1958;100;1807;100;151;100;22;100;241;100;22172;216;-336;21620
NI;10;2014;P;0;100;486;100;0;100;97;100;389;100;0;100;0;100;0;100;174;100;164;100;0;100;6;100;4;100;1;100;0;100;1;100;0;100;9;100;661;0;96;757
CZ;10;2014;P;2873;100;3753;100;2989;100;367;100;384;100;3;100;0;100;10;100;508;100;38;100;114;100;151;100;205;100;339;100;238;100;101;100;0;100;83;100;7473;132;-2083;5258
PL;8;2014;P;0;100;10136;100;4449;100;4831;100;218;100;0;100;0;100;638;100;1035;100;451;100;0;100;547;100;37;100;229;100;195;100;34;100;0;100;115;100;11400;43;342;11699
BE;9;2014;P;1367;100;2349;100;0;100;438;100;1909;100;2;100;0;100;0;100;852;100;158;100;272;100;422;100;0;100;96;100;14;100;82;100;0;100;0;100;4664;107;2076;6633
LT;9;2014;P;0;100;231;100;0;100;0;100;217;100;0;100;4;100;10;100;67;100;37;100;8;100;22;100;0;100;86;100;21;100;65;100;0;100;17;100;384;89;540;835
CH;9;2014;D;1956;100;163;100;0;100;0;100;0;100;0;100;0;100;163;100;157;100;11;100;0;100;0;100;146;100;3174;100;0;100;3174;100;0;100;49;100;5450;227;-334;4889
GR;8;2014;P;0;100;2508;100;2012;100;0;100;496;100;0;100;0;100;0;100;617;100;200;100;400;100;17;100;0;100;434;100;33;100;401;100;0;100;118;100;3559;0;1045;4604
IE;10;2014;P;0;100;1443;100;234;100;324;100;878;100;1;100;0;100;6;100;585;100;564;100;0;100;0;100;21;100;66;100;39;100;27;100;0;100;0;100;2094;49;164;2209
EE;9;2014;P;0;100;771;100;0;100;0;100;0;100;0;100;0;100;771;100;102;100;39;100;0;100;63;100;0;100;1;100;1;100;0;100;0;100;25;100;874;0;-268;606
LV;9;2014;P;0;100;117;100;0;100;0;100;81;100;0;100;36;100;0;100;53;100;7;100;0;100;19;100;27;100;73;100;73;100;0;100;0;100;16;100;243;0;320;563
SE;9;2014;P;4388;100;162;100;0;100;5;100;4;100;11;100;142;100;0;100;1362;100;779;100;0;100;583;100;0;100;4188;100;4188;100;0;100;0;100;201;100;10100;0;-250;9850
UA_W;9;2014;P;0;100;614;100;0;100;0;100;0;100;0;100;614;100;0;100;2;100;0;100;2;100;0;100;0;100;4;100;4;100;0;100;0;100;14;100;620;0;-289;331
UA_W;10;2014;P;0;100;739;100;0;100;0;100;0;100;0;100;739;100;0;100;1;100;0;100;1;100;0;100;0;100;5;100;5;100;0;100;0;100;17;100;745;0;-354;391
FI;9;2014;P;1704;100;1325;100;0;100;763;100;355;100;16;100;191;100;0;100;857;100;100;100;0;100;757;100;0;100;785;100;785;100;0;100;57;100;0;100;4728;0;1423;6151
FR;9;2014;P;31939;100;1521;100;0;100;690;100;550;100;281;100;0;100;0;100;1920;100;728;100;640;100;552;100;0;100;3778;100;3357;100;421;100;0;100;586;100;39158;601;-5315;33242
AT;9;2014;P;0;100;807;100;0;100;330;100;247;100;27;100;0;100;203;100;455;100;222;100;;100;;100;233;100;4070;100;3831;100;239;100;798;100;0;100;6130;341;-191;5598
MK;9;2014;P;0;100;282;100;282;100;0;100;0;100;0;100;0;100;0;100;6;100;6;100;0;100;0;100;0;100;60;100;0;100;60;100;0;100;0;100;348;0;192;540
SI;9;2014;P;497;100;258;100;220;100;37;100;0;100;0;100;0;100;1;100;32;100;0;100;18;100;10;100;4;100;564;100;545;100;19;100;6;100;15;100;1357;26;-249;1082
HR;11;2014;P;0;100;277;100;0;100;192;100;44;100;0;100;41;100;0;100;74;100;74;100;0;100;0;100;0;100;784;100;784;100;0;100;0;100;38;100;1135;17;220;1338
DK;9;2014;P;0;100;1046;100;0;100;876;100;169;100;1;100;0;100;0;100;955;100;745;100;56;100;154;100;0;100;1;100;1;100;0;100;0;100;0;100;2002;0;597;2599
PL;9;2014;P;0;100;10506;100;4172;100;5455;100;260;100;0;100;0;100;619;100;1057;100;471;100;1;100;549;100;36;100;181;100;156;100;25;100;0;100;119;100;11744;41;124;11827
DE;9;2014;P;7492;100;27249;100;12219;100;9903;100;3844;100;324;100;959;100;0;100;9623;100;2896;100;3544;100;3052;100;131;100;2164;100;1504;100;660;100;0;100;464;100;46528;677;-3106;42745
BG;10;2014;D;964;100;1952;100;1641;100;218;100;93;100;0;100;0;100;0;100;234;100;133;100;90;100;11;100;0;100;486;100;465;100;21;100;0;100;0;100;3636;31;-932;2673
BG;11;2014;D;1385;100;1858;100;1496;100;215;100;147;100;0;100;0;100;0;100;158;100;104;100;40;100;14;100;0;100;434;100;409;100;25;100;0;100;0;100;3835;37;-1009;2789
IS;11;2014;P;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;405;100;1;100;0;100;0;100;404;100;1098;100;1098;100;0;100;0;100;30;100;1503;0;0;1503
CZ;11;2014;P;2282;100;3838;100;2989;100;415;100;418;100;4;100;0;100;12;100;439;100;43;100;44;100;149;100;203;100;305;100;201;100;104;100;0;100;72;100;6864;135;-1318;5411
LU;9;2014;D;0;100;102;100;0;100;0;100;102;100;0;100;0;100;0;100;13;100;3;100;6;100;4;100;0;100;90;100;4;100;86;100;6;100;2;100;211;119;426;518
GB;9;2014;P;4404;100;17873;90;0;100;8355;100;7731;100;0;100;0;100;0;100;1217;100;730;100;0;100;0;100;0;100;411;87;154;100;204;100;0;100;372;100;23905;284;1444;25065
LV;10;2014;P;0;100;242;100;0;100;0;100;188;100;0;100;54;100;0;100;70;100;12;100;0;100;29;100;29;100;133;100;133;100;0;100;0;100;20;100;445;0;192;637
DK;10;2014;P;0;100;1204;100;0;100;893;100;309;100;2;100;0;100;0;100;1349;100;1121;100;25;100;203;100;0;100;1;100;1;100;0;100;0;100;0;100;2554;0;83;2637
IT;9;2014;P;0;100;14679;100;0;100;3195;100;8667;100;1619;100;1198;100;0;100;4151;100;942;100;2218;100;532;100;459;100;4017;100;3816;100;201;100;0;100;361;100;22847;106;3435;26176
ES;10;2014;P;5130;100;9873;100;675;100;3888;100;4145;100;1165;100;0;100;0;100;4725;100;3399;100;937;100;386;100;3;100;1902;100;1616;100;286;100;22;100;223;100;21652;408;-304;20940
NI;11;2014;P;0;100;532;100;0;100;119;100;413;100;0;100;0;100;0;100;125;100;115;100;0;100;5;100;5;100;1;100;0;100;1;100;0;100;11;100;658;0;122;780
FR;10;2014;P;32803;100;2391;100;0;100;1080;100;993;100;318;100;0;100;0;100;2366;100;1277;100;480;100;609;100;0;100;3787;100;3294;100;493;100;0;100;663;100;41347;705;-4306;36336
DK;11;2014;P;0;100;1322;100;0;100;896;100;421;100;5;100;0;100;0;100;1444;100;1215;100;9;100;220;100;0;100;1;100;1;100;0;100;0;100;0;100;2767;0;128;2895
GB;10;2014;P;3856;100;18477;90;0;100;8844;100;7781;100;4;100;0;100;0;100;3973;100;2384;100;0;100;0;100;0;100;644;87;302;100;258;100;0;100;476;100;26950;327;1385;28008
GR;9;2014;P;0;100;2202;100;1767;100;0;100;434;100;1;100;0;100;0;100;588;100;210;100;361;100;17;100;0;100;275;100;29;100;246;100;0;100;97;100;3065;2;775;3838
GB;11;2014;P;3826;100;19969;90;0;100;9975;100;7995;100;2;100;0;100;0;100;3057;100;1834;100;0;100;0;100;0;100;787;87;424;100;261;100;0;100;388;100;27639;350;1768;29057
PT;11;2014;P;0;100;1659;100;0;100;1088;100;552;100;9;100;0;100;10;100;1469;100;1226;100;28;100;215;100;0;100;1265;100;1180;100;85;100;0;100;66;100;4393;107;-257;4029
RO;10;2014;P;967;100;2182;100;1286;100;212;100;411;100;0;100;273;100;0;100;818;100;650;100;124;100;44;100;0;100;1533;100;1533;100;0;100;0;100;96;100;5500;16;-845;4639
SK;10;2014;P;1025;100;432;100;159;100;125;100;134;100;14;100;0;100;0;100;138;100;1;100;31;100;76;100;30;100;413;100;390;100;23;100;8;100;22;100;2016;32;277;2261
LT;10;2014;P;0;100;147;100;0;100;0;100;120;100;0;100;6;100;21;100;96;100;60;100;5;100;31;100;0;100;96;100;25;100;71;100;0;100;21;100;339;93;693;939
BA;11;2014;P;0;100;728;100;728;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;458;100;458;100;0;100;0;100;24;100;1186;0;-183;1003
EE;10;2014;P;0;100;847;100;0;100;0;100;0;100;0;100;0;100;847;100;128;100;63;100;0;100;65;100;0;100;1;100;1;100;0;100;0;100;27;100;976;0;-281;695
FI;10;2014;P;2044;100;1670;100;0;100;834;100;498;100;20;100;318;100;0;100;1110;100;134;100;0;100;976;100;0;100;929;100;929;100;0;100;73;100;0;100;5826;0;1369;7195
UA_W;11;2014;P;0;100;749;100;0;100;0;100;0;100;0;100;749;100;0;100;1;100;0;100;1;100;0;100;0;100;4;100;4;100;0;100;0;100;17;100;754;0;-336;418
ME;11;2014;P;0;100;99;100;99;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;138;100;0;100;138;100;0;100;9;100;237;0;35;272
PL;10;2014;P;0;100;11288;100;4218;100;5900;100;417;100;0;100;0;100;753;100;1174;100;532;100;1;100;603;100;38;100;194;100;161;100;33;100;0;100;123;100;12656;52;198;12802
MK;10;2014;P;0;100;285;100;284;100;0;100;1;100;0;100;0;100;0;100;8;100;8;100;0;100;0;100;0;100;118;100;0;100;118;100;0;100;13;100;411;0;212;623
MK;11;2014;P;0;100;316;100;254;100;0;100;62;100;0;100;0;100;0;100;7;100;7;100;0;100;0;100;0;100;185;100;0;100;185;100;0;100;13;100;508;0;150;658
NO;9;2014;P;0;100;261;100;0;100;0;100;261;100;0;100;0;100;0;100;148;100;148;100;0;100;0;100;0;100;10142;100;10142;100;0;100;0;100;760;100;10551;64;-1758;8729
NO;10;2014;P;0;100;326;100;0;100;0;100;326;100;0;100;0;100;0;100;249;100;249;100;0;100;0;100;0;100;11293;100;11293;100;0;100;0;100;904;100;11868;176;-1244;10448
CH;10;2014;D;2441;100;182;100;0;100;0;100;0;100;0;100;0;100;182;100;173;100;11;100;0;100;0;100;162;100;2963;100;0;100;2963;100;0;100;80;100;5759;143;-335;5281
FR;11;2014;P;36291;100;3473;100;0;100;939;100;2231;100;303;100;0;100;0;100;2445;100;1503;100;245;100;697;100;0;100;4898;100;4401;100;497;100;0;100;737;100;47107;709;-5780;40618
NL;10;2014;D;379;100;7848;100;0;100;0;100;0;100;0;100;0;100;7848;100;601;100;202;100;10;100;389;100;0;100;5;100;5;100;0;100;0;100;52;100;8833;0;648;9481
SI;10;2014;P;515;100;284;100;258;100;19;100;4;100;0;100;0;100;3;100;37;100;1;100;16;100;13;100;7;100;369;100;346;100;23;100;10;100;13;100;1215;29;-56;1130
RS;10;2014;P;0;100;2030;100;2030;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;963;100;919;100;44;100;0;100;86;100;2993;80;293;3206
RS;11;2014;P;0;100;2068;100;2068;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;1033;100;985;100;48;100;0;100;87;100;3101;57;425;3469
DE;10;2014;P;8784;100;30124;100;13628;100;10295;100;4661;100;555;100;985;100;0;100;9491;100;4270;100;1956;100;3158;100;107;100;2077;100;1382;100;695;100;0;100;587;100;50476;739;-4845;44892
GB;12;2014;P;5676;100;18517;90;0;100;10130;100;6533;100;2;100;0;100;0;100;4632;100;2779;100;0;100;0;100;0;100;849;87;450;100;289;100;0;100;324;100;29674;375;1539;30838
PL;11;2014;P;0;100;11232;100;4035;100;5923;100;432;100;0;100;0;100;842;100;1191;100;543;100;0;100;611;100;37;100;181;100;135;100;46;100;0;100;114;100;12604;70;112;12646
CY;10;2014;P;0;100;326;100;0;100;0;100;0;100;326;100;0;100;0;100;12;100;12;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;338;0;0;338
CZ;12;2014;P;2369;100;3731;100;2856;100;429;100;430;100;3;100;0;100;13;100;475;100;68;100;37;100;159;100;211;100;302;100;190;100;112;100;0;100;86;100;6877;146;-1081;5650
SE;10;2014;P;5772;100;235;100;0;100;29;100;11;100;11;100;184;100;0;100;2119;100;1312;100;0;100;807;100;0;100;4262;100;4262;100;0;100;0;100;263;100;12388;0;-1149;11239
HU;10;2014;P;1087;100;886;100;529;100;67;100;286;100;4;100;0;100;0;100;186;100;42;100;1;100;143;100;0;100;25;100;25;100;0;100;0;100;35;100;2184;0;1234;3418
HU;11;2014;P;1319;100;852;100;452;100;44;100;352;100;4;100;0;100;0;100;203;100;60;100;0;100;143;100;0;100;22;100;22;100;0;100;0;100;33;100;2396;0;1050;3446
HR;12;2014;P;0;100;307;100;0;100;188;100;47;100;0;100;72;100;0;100;79;100;79;100;0;100;0;100;0;100;845;100;845;100;0;100;0;100;41;100;1231;28;296;1499
IS;12;2014;P;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;417;100;1;100;0;100;0;100;416;100;1180;100;1180;100;0;100;0;100;34;100;1597;0;0;1597
AT;10;2014;P;0;100;1123;100;0;100;482;100;409;100;23;100;0;100;209;100;435;100;202;100;;100;;100;233;100;3063;100;2690;100;373;100;668;100;56;100;5289;533;1087;5843
AT;11;2014;P;0;100;1319;100;0;100;486;100;577;100;59;100;0;100;197;100;533;100;300;100;;100;;100;233;100;3166;100;2793;100;373;100;780;100;48;100;5798;533;588;5853
LV;11;2014;P;0;100;257;100;0;100;0;100;198;100;0;100;59;100;0;100;68;100;8;100;0;100;30;100;30;100;111;100;111;100;0;100;0;100;15;100;436;0;202;638
DK;12;2014;P;0;100;1628;100;0;100;1098;100;522;100;8;100;0;100;0;100;1685;100;1438;100;6;100;241;100;0;100;2;100;2;100;0;100;0;100;0;100;3315;0;-195;3120
MK;12;2014;P;0;100;298;100;253;100;0;100;45;100;0;100;0;100;0;100;12;100;12;100;0;100;0;100;0;100;144;100;0;100;144;100;0;100;13;100;454;0;318;772
IT;10;2014;P;0;100;14843;100;0;100;3195;100;8667;100;1783;100;1198;100;0;100;3816;100;993;100;1811;100;538;100;474;100;3363;100;3195;100;168;100;0;100;351;100;22022;169;4525;26378
GR;10;2014;P;0;100;2151;100;1820;100;0;100;331;100;0;100;0;100;0;100;668;100;335;100;316;100;17;100;0;100;371;100;36;100;335;100;0;100;102;100;3190;17;695;3868
RS;12;2014;P;0;100;2165;100;2156;100;0;100;9;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;1211;100;1154;100;57;100;0;100;96;100;3376;68;677;3985
BE;10;2014;P;1618;100;2452;100;0;100;457;100;1992;100;3;100;0;100;0;100;1067;100;447;100;166;100;454;100;0;100;123;100;23;100;100;100;0;100;0;100;5260;134;2026;7152
EE;11;2014;P;0;100;835;100;0;100;0;100;0;100;0;100;0;100;835;100;113;100;44;100;0;100;69;100;0;100;1;100;1;100;0;100;0;100;29;100;949;0;-222;727
BE;11;2014;P;2064;100;2004;100;0;100;408;100;1593;100;3;100;0;100;0;100;943;100;374;100;97;100;472;100;0;100;128;100;27;100;101;100;0;100;0;100;5139;134;2032;7037
FI;11;2014;P;1991;100;1585;100;0;100;722;100;567;100;23;100;273;100;0;100;1063;100;94;100;0;100;969;100;0;100;1112;100;1112;100;0;100;75;100;0;100;5826;0;1577;7403
LT;11;2014;P;0;100;137;100;0;100;0;100;48;100;0;100;69;100;20;100;83;100;44;100;1;100;38;100;0;100;94;100;24;100;70;100;0;100;20;100;314;105;734;943
ES;11;2014;P;4369;100;8096;100;405;100;2844;100;3790;100;1057;100;0;100;0;100;5943;100;5093;100;476;100;371;100;3;100;2777;100;2414;100;363;100;21;100;272;100;21206;518;195;20883
CY;11;2014;P;0;100;289;100;0;100;0;100;0;100;289;100;0;100;0;100;12;100;12;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;301;0;0;301
ES;12;2014;P;4695;100;9209;100;508;100;3731;100;3881;100;1089;100;0;100;0;100;5772;100;4789;100;578;100;402;100;3;100;3608;100;3296;100;312;100;21;100;304;100;23305;445;-361;22499
SI;11;2014;P;499;100;210;100;161;100;40;100;1;100;0;100;0;100;8;100;36;100;0;100;8;100;15;100;13;100;580;100;556;100;24;100;14;100;14;100;1339;34;-174;1131
UA_W;12;2014;P;0;100;753;100;0;100;0;100;0;100;0;100;753;100;0;100;0;100;0;100;0;100;0;100;0;100;7;100;7;100;0;100;0;100;16;100;760;0;-272;488
SI;12;2014;P;518;100;220;100;159;100;50;100;0;100;0;100;0;100;11;100;39;100;1;100;7;100;15;100;16;100;504;100;473;100;31;100;15;100;13;100;1296;39;-99;1158
SK;11;2014;P;1291;100;446;100;154;100;127;100;145;100;20;100;0;100;0;100;137;100;1;100;14;100;89;100;33;100;361;100;336;100;25;100;8;100;24;100;2243;35;55;2263
RO;11;2014;P;934;100;2190;100;1325;100;206;100;317;100;0;100;342;100;0;100;590;100;488;100;58;100;44;100;0;100;1472;100;1472;100;0;100;0;100;93;100;5186;13;-538;4635
LV;12;2014;P;0;100;264;100;0;100;0;100;202;100;0;100;62;100;0;100;80;100;15;100;0;100;34;100;31;100;101;100;101;100;0;100;0;100;20;100;445;0;244;689
IE;11;2014;P;0;100;1603;100;236;100;429;100;932;100;0;100;0;100;6;100;446;100;425;100;0;100;0;100;21;100;125;100;100;100;25;100;0;100;0;100;2174;45;147;2276
IE;12;2014;P;0;100;1512;100;220;100;432;100;853;100;1;100;0;100;6;100;724;100;703;100;0;100;0;100;21;100;129;100;101;100;28;100;0;100;0;100;2365;50;108;2423
IT;11;2014;P;0;100;13228;100;0;100;2753;100;7982;100;1502;100;991;100;0;100;3059;100;1162;100;973;100;480;100;444;100;4560;100;4332;100;228;100;0;100;353;100;20847;210;4540;25177
DE;11;2014;P;8558;100;30861;100;13190;100;10263;100;5845;100;581;100;982;100;0;100;8768;100;4506;100;953;100;3206;100;103;100;2148;100;1444;100;704;100;0;100;545;100;50335;743;-3981;45611
HR;1;2015;P;0;100;318;100;0;100;194;100;52;100;0;100;72;100;0;100;81;100;81;100;0;100;0;100;0;100;676;100;676;100;0;100;0;100;44;100;1075;30;493;1538
NO;11;2014;P;0;100;295;100;0;100;0;100;295;100;0;100;0;100;0;100;226;100;226;100;0;100;0;100;0;100;12601;100;12601;100;0;100;0;100;1016;100;13122;116;-1474;11532
SE;11;2014;P;5690;100;331;100;0;100;57;100;56;100;10;100;208;100;0;100;1985;100;1019;100;0;100;966;100;0;100;5327;100;5327;100;0;100;0;100;253;100;13333;0;-1200;12133
RO;12;2014;P;909;100;2093;100;1245;100;213;100;255;100;0;100;380;100;0;100;1021;100;925;100;47;100;49;100;0;100;1584;100;1584;100;0;100;0;100;110;100;5607;14;-682;4911
NL;11;2014;D;369;100;7092;100;0;100;0;100;0;100;0;100;0;100;7092;100;870;100;512;100;6;100;352;100;0;100;6;100;6;100;0;100;0;100;49;100;8337;0;869;9206
NL;12;2014;D;382;100;8490;100;0;100;0;100;0;100;0;100;0;100;8490;100;948;100;420;100;8;100;520;100;0;100;8;100;8;100;0;100;0;100;58;100;9828;0;420;10248
CZ;1;2015;P;2901;100;3957;100;3007;100;437;100;508;100;5;100;0;100;0;100;465;100;71;100;41;100;144;100;209;100;380;100;264;100;116;100;0;100;85;100;7703;150;-1534;6019
DK;1;2015;P;0;100;1637;100;0;100;1082;100;547;100;8;100;0;100;0;100;1792;100;1568;100;8;100;216;100;0;100;3;100;3;100;0;100;0;100;0;100;3432;0;-244;3188
NI;12;2014;P;0;100;516;100;0;100;145;100;369;100;2;100;0;100;0;100;196;100;186;100;0;100;5;100;5;100;1;100;0;100;1;100;0;100;10;100;713;0;125;838
NI;1;2015;P;0;100;510;100;0;100;188;100;322;100;0;100;0;100;0;100;233;100;223;100;0;100;5;100;5;100;1;100;0;100;1;100;0;100;10;100;744;0;108;852
FI;12;2014;P;2052;100;1710;100;0;100;773;100;633;100;25;100;279;100;0;100;1263;100;172;100;0;100;1091;100;0;100;1118;100;1118;100;0;100;87;100;0;100;6230;0;1724;7954
GR;11;2014;P;0;100;2249;100;1664;100;0;100;585;100;0;100;0;100;0;100;462;100;250;100;196;100;16;100;0;100;369;100;47;100;322;100;0;100;109;100;3080;29;996;4047
CH;11;2014;D;2385;100;176;100;0;100;0;100;0;100;0;100;0;100;176;100;167;100;11;100;0;100;0;100;156;100;3246;100;0;100;3246;100;0;100;84;100;5974;119;-339;5516
CH;12;2014;D;2474;100;193;100;0;100;0;100;0;100;0;100;0;100;193;100;182;100;11;100;0;100;0;100;171;100;3126;100;0;100;3126;100;0;100;92;100;5975;117;88;5946
