Country;month;year;status;net_gen_nuclear;net_gen_nuclear_rep;prod_fossil_fuels;prod_fossil_fuels_rep;-> of which lignite;lignite_rep;-> of which hard coal;hard_coal_rep;-> of which gas;gas_rep;-> of which oil;fuel_oil_rep;-> of which mixed fuels;mixed_fuel_rep;-> of_which_other_fossil_fuels;other_fossil_fuels_rep;net_gen_renewable;net_gen_renewable_rep;-> of which wind;wind_rep;-> of which solar;solar_rep;-> of which biomass;biomass_rep;-> of_which_other_renewable;other_renewable_rep;net_gen_hydro;net_gen_hydro_rep;-> of_which_renew;renew_rep;-> of_which_other_hydro;other_hydro_rep;net_gen_not_clearly;net_gen_not_clearly_rep;losses_trans;losses_trans_repr;Sum;pump;exg_saldo;consumption
RO;8;2015;P;923;100;2400;100;1394;100;119;100;640;100;0;100;247;100;0;100;744;100;477;100;223;100;44;100;0;100;985;100;985;100;0;100;0;100;77;100;5052;11;-643;4398
CH;8;2015;D;1032;100;182;100;0;100;0;100;0;100;0;100;0;100;182;100;162;100;11;100;0;100;0;100;151;100;3540;100;0;100;3540;100;0;100;52;100;4916;329;148;4735
BA;8;2015;P;0;100;883;100;883;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;273;100;273;100;0;100;0;100;32;100;1156;0;-189;967
BA;9;2015;P;0;100;842;100;842;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;264;100;264;100;0;100;0;100;25;100;1106;0;-179;927
DK;9;2015;D;0;100;396;100;0;100;289;100;107;100;0;100;0;100;0;100;1215;100;976;100;57;100;182;100;0;100;1;100;1;100;0;100;0;100;0;100;1612;0;1085;2697
MK;8;2015;P;0;100;238;100;238;100;0;100;0;100;0;100;0;100;0;100;5;100;5;100;0;100;0;100;0;100;83;100;0;100;83;100;0;100;15;100;326;0;215;541
MK;9;2015;P;0;100;240;100;240;100;0;100;0;100;0;100;0;100;0;100;9;100;9;100;0;100;0;100;0;100;47;100;0;100;47;100;0;100;13;100;296;0;229;525
FR;8;2015;P;31995;100;875;100;0;100;160;100;459;100;256;100;0;100;0;100;2618;100;1126;100;852;100;640;100;0;100;3419;100;3065;100;354;100;0;100;585;100;38907;506;-6819;31582
PL;8;2015;P;0;100;11119;99;4125;100;5990;100;197;100;0;100;0;100;696;100;1098;100;640;100;8;100;404;100;35;100;124;99;71;100;52;100;0;100;138;100;12341;85;39;12295
GR;7;2015;P;0;100;3101;100;2237;100;0;100;864;100;0;100;0;100;0;100;737;100;228;100;389;100;18;100;102;100;513;100;37;100;476;100;0;100;132;100;4351;0;504;4855
SE;7;2015;P;4359;100;128;100;0;100;0;100;3;100;10;100;0;100;115;100;1470;100;924;100;0;100;546;100;0;100;6050;100;6050;100;0;100;0;100;239;100;12007;0;-3100;8907
SE;8;2015;P;3901;100;123;100;0;100;0;100;2;100;7;100;0;100;114;100;1474;100;903;100;0;100;571;100;0;100;6632;100;6632;100;0;100;0;100;296;100;12130;0;-2569;9561
BE;8;2015;D;1366;100;1939;100;0;100;423;100;1408;100;10;100;0;100;98;100;1052;100;271;100;379;100;234;100;168;100;89;100;7;100;82;100;14;100;298;100;4460;109;2258;6609
LT;8;2015;P;0;100;225;100;0;100;0;100;183;100;0;100;18;100;24;100;79;100;40;100;11;100;28;100;0;100;60;100;14;100;46;100;0;100;17;100;364;69;568;863
IS;9;2015;P;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;362;100;1;100;0;100;0;100;361;100;1088;100;1088;100;0;100;0;100;28;100;1450;0;0;1450
RO;9;2015;P;902;100;2240;100;1322;100;117;100;599;100;0;100;202;100;0;100;773;100;556;100;172;100;45;100;0;100;935;100;935;100;0;100;0;100;83;100;4850;13;-571;4266
FI;8;2015;P;1658;100;477;100;0;100;201;100;163;100;10;100;103;100;;100;816;100;107;100;0;100;709;100;0;100;1515;100;1515;100;0;100;56;100;0;100;4522;0;1486;6008
NO;8;2015;P;0;100;297;100;0;100;0;100;297;100;0;100;0;100;0;100;158;100;158;100;0;100;0;100;0;100;10273;100;10273;100;0;100;0;100;763;100;10728;380;-1763;8585
ES;9;2015;P;4874;100;9929;100;432;100;4387;100;3958;100;1152;100;0;100;0;100;4630;100;3021;100;1204;100;402;100;3;100;1764;100;1592;100;172;100;115;100;224;100;21312;245;-170;20897
LU;8;2015;P;0;100;14;100;0;100;0;100;14;100;0;100;0;100;0;100;22;100;5;100;13;100;4;100;0;100;123;100;1;100;122;100;8;100;0;100;167;163;508;512
GB;9;2015;P;5032;100;14952;89;0;100;5239;100;8066;100;2;100;0;100;0;100;3088;100;1328;100;0;100;0;100;0;100;386;86;107;100;225;100;0;100;0;100;23458;309;1933;25082
IT;8;2015;P;0;100;13147;100;0;100;3115;100;7421;100;338;100;2273;100;0;100;5608;100;751;100;2843;100;1526;100;488;100;3383;100;3274;100;109;100;0;100;344;100;22138;94;2414;24458
IT;9;2015;P;0;100;14115;100;0;100;3344;100;7968;100;363;100;2440;100;0;100;5507;100;1209;100;2174;100;1638;100;486;100;3573;100;3472;100;101;100;0;100;365;100;23195;120;3374;26449
SI;9;2015;P;497;100;337;100;336;100;0;100;0;100;0;100;0;100;1;100;38;100;1;100;20;100;13;100;4;100;375;100;360;100;15;100;4;100;13;100;1251;22;-130;1099
SK;8;2015;P;1269;100;304;100;93;100;66;100;126;100;19;100;0;100;0;100;201;100;0;100;69;100;89;100;43;100;223;100;201;100;22;100;5;100;25;100;2002;29;163;2136
SK;9;2015;P;1200;100;330;100;109;100;71;100;131;100;19;100;0;100;0;100;167;100;1;100;50;100;75;100;41;100;202;100;188;100;14;100;3;100;25;100;1902;19;245;2128
DE;8;2015;P;7055;100;23674;100;12375;100;7805;100;2238;100;301;100;955;100;0;100;11058;100;3440;100;4624;100;2924;100;70;100;1698;100;1142;100;556;100;0;100;528;100;43485;612;-3049;39824
UA_W;9;2015;P;0;100;482;100;0;100;0;100;0;100;0;100;482;100;0;100;2;100;0;100;2;100;0;100;0;100;5;100;5;100;0;100;0;100;11;100;489;0;-192;297
AT;8;2015;P;0;100;658;100;0;100;15;100;350;100;50;100;0;100;243;100;459;100;221;100;;100;;100;238;100;3238;100;2978;100;260;100;648;100;55;100;5003;371;804;5436
AT;9;2015;P;0;100;914;100;0;100;156;100;502;100;44;100;0;100;212;100;437;100;437;100;;100;;100;0;100;2788;100;2488;100;300;100;663;100;47;100;4802;428;897;5271
ME;8;2015;P;0;100;140;100;140;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;54;100;0;100;54;100;0;100;12;100;194;0;125;319
ME;9;2015;P;0;100;140;100;140;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;76;100;0;100;76;100;0;100;9;100;216;0;37;253
DK;10;2015;D;0;100;785;100;0;100;450;100;322;100;13;100;0;100;0;100;1157;100;937;100;29;100;191;100;0;100;1;100;1;100;0;100;0;100;0;100;1943;0;0;1943
HU;9;2015;P;1314;100;793;100;509;100;46;100;233;100;5;100;0;100;0;100;257;100;76;100;1;100;142;100;38;100;9;100;9;100;0;100;0;100;36;100;2373;0;940;3313
CZ;10;2015;P;1900;100;3778;100;2736;100;485;100;543;100;5;100;0;100;9;100;526;100;34;100;114;100;172;100;206;100;213;100;91;100;122;100;0;100;109;100;6417;160;-748;5509
IE;8;2015;P;0;100;1651;100;214;100;267;100;1163;100;1;100;0;100;6;100;389;100;368;100;0;100;0;100;21;100;63;100;39;100;24;100;0;100;0;100;2103;45;29;2087
IE;9;2015;P;0;100;1707;100;240;100;356;100;1104;100;1;100;0;100;6;100;403;100;382;100;0;100;0;100;21;100;60;100;38;100;22;100;0;100;0;100;2170;39;-11;2120
GR;8;2015;P;0;100;2636;100;1985;100;0;100;651;100;0;100;0;100;0;100;904;100;384;100;400;100;18;100;102;100;496;100;29;100;467;100;0;100;119;100;4036;3;654;4687
CH;9;2015;D;1261;100;175;100;0;100;0;100;0;100;0;100;0;100;175;100;156;100;11;100;0;100;0;100;145;100;3241;100;0;100;3241;100;0;100;62;100;4833;246;312;4899
UA_W;10;2015;P;0;100;618;100;0;100;0;100;0;100;0;100;618;100;0;100;2;100;1;100;1;100;0;100;0;100;6;100;6;100;0;100;0;100;14;100;626;0;-258;368
MK;10;2015;P;0;100;249;100;249;100;0;100;0;100;0;100;0;100;0;100;7;100;7;100;0;100;0;100;0;100;96;100;0;100;96;100;0;100;14;100;352;0;245;597
NI;10;2015;P;0;100;584;100;0;100;181;100;400;100;3;100;0;100;0;100;101;100;83;100;0;100;11;100;7;100;1;100;1;100;0;100;0;100;9;100;686;0;31;717
PL;9;2015;P;0;100;11051;99;3880;100;6132;100;266;100;0;100;0;100;662;100;1224;100;660;100;5;100;511;100;36;100;123;99;67;100;55;100;0;100;143;100;12398;77;-222;12099
HR;10;2015;P;0;100;328;100;0;100;196;100;132;100;0;100;0;100;0;100;88;100;88;100;0;100;0;100;0;100;486;100;486;100;0;100;0;100;37;100;902;9;458;1351
IE;10;2015;P;0;100;1831;100;246;100;360;100;1218;100;1;100;0;100;6;100;409;100;388;100;0;100;0;100;21;100;51;100;26;100;25;100;0;100;0;100;2291;47;32;2276
PT;9;2015;P;0;100;2287;100;0;100;1192;100;1064;100;8;100;0;100;23;100;949;100;646;100;69;100;234;100;0;100;496;100;423;100;73;100;0;100;47;100;3732;90;241;3883
PT;10;2015;P;0;100;2265;100;0;100;1266;100;970;100;8;100;0;100;21;100;1448;100;1177;100;48;100;223;100;0;100;765;100;647;100;118;100;0;100;55;100;4478;149;-342;3987
LT;9;2015;P;0;100;235;100;0;100;0;100;190;100;0;100;22;100;23;100;71;100;41;100;7;100;23;100;0;100;87;100;11;100;76;100;0;100;17;100;393;101;574;866
FI;9;2015;P;1764;100;822;100;0;100;337;100;289;100;12;100;184;100;;100;878;100;175;100;0;100;703;100;0;100;1264;100;1264;100;0;100;47;100;0;100;4775;0;1343;6118
BE;9;2015;D;1100;100;2528;100;0;100;421;100;2001;100;9;100;0;100;97;100;1054;100;386;100;264;100;232;100;172;100;103;100;13;100;90;100;15;100;304;100;4800;122;2053;6731
FR;9;2015;P;30643;100;1957;100;0;100;598;100;1112;100;247;100;0;100;0;100;3003;100;1675;100;716;100;612;100;0;100;3424;100;3131;100;293;100;0;100;586;100;39027;418;-5126;33483
EE;9;2015;P;0;100;694;100;0;100;0;100;0;100;0;100;0;100;694;100;103;100;37;100;0;100;66;100;0;100;1;100;1;100;0;100;0;100;33;100;798;0;-174;624
NL;8;2015;P;373;100;6365;100;0;100;0;100;0;100;0;100;0;100;6365;100;897;100;564;100;11;100;322;100;0;100;1;100;1;100;0;100;0;100;46;100;7636;0;1413;9049
NL;9;2015;P;365;100;7802;100;0;100;0;100;0;100;0;100;0;100;7802;100;732;100;390;100;12;100;330;100;0;100;2;100;2;100;0;100;0;100;56;100;8901;0;248;9149
LU;9;2015;P;0;100;19;100;0;100;0;100;19;100;0;100;0;100;0;100;21;100;8;100;9;100;4;100;0;100;133;100;4;100;129;100;0;100;2;100;173;174;493;492
NO;9;2015;P;0;100;269;100;0;100;0;100;269;100;0;100;0;100;0;100;174;100;174;100;0;100;0;100;0;100;10722;100;10722;100;0;100;0;100;807;100;11165;138;-2048;8979
BG;9;2015;P;739;100;1901;100;1779;100;62;100;60;100;0;100;0;100;0;100;238;100;101;100;120;100;17;100;0;100;347;100;315;100;32;100;0;100;71;100;3225;46;-763;2416
BG;10;2015;P;789;100;1875;100;1712;100;66;100;97;100;0;100;0;100;0;100;221;100;121;100;81;100;19;100;0;100;403;100;348;100;55;100;0;100;77;100;3288;77;-508;2703
CY;9;2015;P;0;100;427;100;0;100;0;100;0;100;427;100;0;100;0;100;14;100;14;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;441;0;0;441
SE;9;2015;P;4049;100;152;100;0;100;0;100;1;100;8;100;0;100;143;100;1720;100;1157;100;0;100;563;100;0;100;5331;100;5331;100;0;100;0;100;218;100;11252;0;-1364;9888
DE;9;2015;P;7278;100;26192;100;12893;100;9429;100;2769;100;250;100;851;100;0;100;11589;100;5295;100;3128;100;3076;100;90;100;1575;100;1047;100;528;100;0;100;613;100;46634;600;-5123;40911
RO;10;2015;P;957;100;2403;100;1281;100;126;100;651;100;0;100;345;100;0;100;726;100;558;100;125;100;43;100;0;100;1255;100;1255;100;0;100;0;100;92;100;5341;22;-654;4665
GB;10;2015;P;5785;100;17496;89;0;100;7708;100;7862;100;1;100;0;100;0;100;3470;100;1492;100;0;100;0;100;0;100;426;86;122;100;244;100;0;100;356;100;27177;334;1477;28320
LV;9;2015;P;0;100;235;100;0;100;0;100;194;100;0;100;41;100;0;100;66;100;8;100;0;100;28;100;30;100;42;100;42;100;0;100;0;100;20;100;343;0;219;562
UA_W;11;2015;P;0;100;675;100;0;100;0;100;0;100;0;100;675;100;0;100;3;100;2;100;1;100;0;100;0;100;10;100;10;100;0;100;0;100;15;100;688;0;-284;404
SK;10;2015;P;1154;100;410;100;134;100;99;100;156;100;21;100;0;100;0;100;175;100;0;100;29;100;101;100;45;100;233;100;212;100;21;100;4;100;25;100;1976;28;412;2360
NO;10;2015;P;0;100;303;100;0;100;0;100;303;100;0;100;0;100;0;100;214;100;214;100;0;100;0;100;0;100;11496;100;11496;100;0;100;0;100;915;100;12013;91;-1290;10632
RS;9;2015;P;0;100;2240;100;2240;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;443;100;401;100;42;100;0;100;73;100;2683;121;200;2762
BA;10;2015;P;0;100;680;100;680;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;424;100;424;100;0;100;0;100;26;100;1104;0;-103;1001
BA;11;2015;P;0;100;750;100;750;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;360;100;354;100;6;100;0;100;0;100;1110;6;-64;1040
DK;11;2015;D;0;100;1108;100;0;100;675;100;417;100;16;100;0;100;0;100;1445;100;1227;100;11;100;207;100;0;100;2;100;2;100;0;100;0;100;0;100;2555;0;0;2555
HU;10;2015;P;1406;100;739;100;460;100;53;100;218;100;8;100;0;100;0;100;270;100;39;100;2;100;179;100;50;100;18;100;18;100;0;100;0;100;39;100;2433;0;1074;3507
CZ;11;2015;P;1828;100;3900;100;2887;100;469;100;527;100;4;100;0;100;13;100;526;100;70;100;87;100;170;100;199;100;154;100;103;100;51;100;0;100;112;100;6408;155;-700;5553
GR;9;2015;P;0;100;2287;100;1670;100;0;100;617;100;0;100;0;100;0;100;703;100;251;100;336;100;18;100;98;100;391;100;27;100;364;100;0;100;100;100;3381;5;710;4086
FI;10;2015;P;2043;100;1330;100;0;100;596;100;458;100;19;100;257;100;;100;1176;100;235;100;0;100;941;100;0;100;1308;100;1308;100;0;100;61;100;0;100;5918;0;1220;7138
ES;10;2015;P;4095;100;9752;100;300;100;4110;100;4188;100;1154;100;0;100;0;100;5041;100;3896;100;723;100;419;100;3;100;1895;100;1633;100;262;100;118;100;260;100;20901;374;437;20964
LV;10;2015;P;0;100;366;100;0;100;0;100;308;100;0;100;58;100;0;100;75;100;8;100;0;100;34;100;33;100;45;100;45;100;0;100;0;100;23;100;486;0;139;625
EE;10;2015;P;0;100;668;100;0;100;0;100;0;100;0;100;0;100;668;100;113;100;44;100;0;100;69;100;0;100;1;100;1;100;0;100;0;100;40;100;782;0;-63;719
IT;10;2015;P;0;100;13204;100;0;100;3128;100;7454;100;339;100;2283;100;0;100;4698;100;1219;100;1443;100;1533;100;503;100;3900;100;3789;100;111;100;0;100;358;100;21802;209;4314;25907
IT;11;2015;P;0;100;13800;100;0;100;3269;100;7790;100;355;100;2386;100;0;100;4371;100;1096;100;1188;100;1602;100;485;100;2822;100;2742;100;80;100;0;100;354;100;20993;161;4843;25675
PL;10;2015;P;0;100;11817;99;4255;100;6230;100;429;100;0;100;0;100;785;100;1390;100;716;100;4;100;617;100;39;100;130;99;80;100;49;100;0;100;136;100;13337;72;-8;13257
CY;10;2015;P;0;100;339;100;0;100;0;100;0;100;339;100;0;100;0;100;12;100;12;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;351;0;0;351
CY;11;2015;P;0;100;281;100;0;100;0;100;0;100;281;100;0;100;0;100;17;100;17;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;298;0;0;298
FR;10;2015;P;34490;100;3679;100;0;100;1016;100;2385;100;278;100;0;100;0;100;2454;100;1291;100;513;100;650;100;0;100;3871;100;3551;100;320;100;0;100;731;100;44494;458;-4869;39167
LT;10;2015;P;0;100;216;100;0;100;0;100;152;100;0;100;38;100;26;100;91;100;56;100;5;100;30;100;0;100;67;100;18;100;49;100;0;100;19;100;374;73;654;955
SI;10;2015;P;517;100;297;100;290;100;0;100;1;100;0;100;0;100;6;100;42;100;1;100;13;100;15;100;13;100;500;100;470;100;30;100;13;100;15;100;1369;38;-156;1175
CH;10;2015;D;1478;100;205;100;0;100;0;100;0;100;0;100;0;100;205;100;182;100;11;100;0;100;0;100;171;100;3278;100;0;100;3278;100;0;100;90;100;5143;134;314;5323
BE;10;2015;D;2031;100;2528;100;0;100;358;100;2064;100;8;100;0;100;98;100;818;100;235;100;163;100;233;100;187;100;110;100;9;100;101;100;15;100;326;100;5502;136;1855;7221
LU;10;2015;P;0;100;25;100;0;100;0;100;25;100;0;100;0;100;0;100;14;100;4;100;5;100;5;100;0;100;116;100;3;100;113;100;10;100;2;100;165;153;542;554
FR;11;2015;P;35681;100;4570;100;0;100;787;100;3397;100;386;100;0;100;0;100;3653;100;2535;100;376;100;742;100;0;100;3540;100;3155;100;385;100;0;100;819;100;47444;550;-5909;40985
HR;11;2015;P;0;100;372;100;0;100;207;100;144;100;0;100;21;100;0;100;47;100;47;100;0;100;0;100;0;100;390;100;390;100;0;100;0;100;35;100;809;22;582;1369
HR;12;2015;P;0;100;354;100;0;100;192;100;97;100;0;100;65;100;0;100;38;100;38;100;0;100;0;100;0;100;366;100;366;100;0;100;0;100;36;100;758;0;781;1539
GR;10;2015;P;0;100;2152;100;1182;100;0;100;970;100;0;100;0;100;0;100;773;100;374;100;268;100;19;100;112;100;334;100;46;100;288;100;0;100;87;100;3259;6;582;3835
RO;11;2015;P;926;100;2534;100;1372;100;169;100;602;100;0;100;391;100;0;100;784;100;646;100;96;100;42;100;0;100;1134;100;1134;100;0;100;0;100;94;100;5378;13;-731;4634
CZ;12;2015;P;1932;100;3976;100;3055;100;444;100;459;100;4;100;0;100;14;100;499;100;64;100;53;100;173;100;209;100;268;100;148;100;120;100;0;100;133;100;6675;157;-894;5624
DE;10;2015;P;6704;100;32852;100;13704;100;11966;100;5925;100;282;100;975;100;0;100;9473;100;3951;100;1948;100;3420;100;154;100;1632;100;1015;100;617;100;0;100;686;100;50661;705;-4233;45723
SI;11;2015;P;501;100;344;100;336;100;0;100;0;100;0;100;0;100;8;100;41;100;0;100;12;100;14;100;15;100;287;100;260;100;27;100;16;100;14;100;1189;37;12;1164
HU;11;2015;P;1100;100;1034;100;497;100;39;100;495;100;3;100;0;100;0;100;253;100;51;100;2;100;153;100;47;100;15;100;15;100;0;100;0;100;34;100;2402;0;1088;3490
NO;11;2015;P;0;100;268;100;0;100;0;100;268;100;0;100;0;100;0;100;203;100;203;100;0;100;0;100;0;100;12657;100;12657;100;0;100;0;100;1022;100;13128;71;-1331;11726
RS;10;2015;P;0;100;2627;100;2627;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;738;100;639;100;99;100;0;100;79;100;3365;88;8;3285
BG;11;2015;P;1369;100;1733;100;1538;100;60;100;135;100;0;100;0;100;0;100;229;100;127;100;85;100;17;100;0;100;242;100;154;100;88;100;0;100;78;100;3573;136;-671;2766
PT;11;2015;P;0;100;2071;100;0;100;1144;100;899;100;8;100;0;100;20;100;1092;100;836;100;51;100;205;100;0;100;775;100;657;100;118;100;0;100;52;100;3938;149;188;3977
PT;12;2015;P;0;100;2006;100;0;100;1145;100;831;100;7;100;0;100;23;100;1385;100;1148;100;33;100;204;100;0;100;636;100;494;100;142;100;0;100;59;100;4027;185;347;4189
SK;11;2015;P;1262;100;413;100;142;100;80;100;168;100;23;100;0;100;0;100;168;100;1;100;23;100;101;100;43;100;233;100;204;100;29;100;5;100;27;100;2081;39;308;2350
EE;11;2015;P;0;100;638;100;0;100;0;100;0;100;0;100;0;100;638;100;136;100;63;100;0;100;73;100;0;100;1;100;1;100;0;100;0;100;34;100;775;0;-61;714
DK;12;2015;P;0;100;1063;100;0;100;696;100;351;100;16;100;0;100;0;100;2105;100;1877;100;7;100;221;100;0;100;3;100;3;100;0;100;0;100;0;100;3171;0;-58;3113
AT;10;2015;P;0;100;1504;100;0;100;380;100;843;100;57;100;0;100;224;100;521;100;283;100;;100;;100;238;100;2982;100;2744;100;238;100;648;100;49;100;5655;340;585;5900
AT;11;2015;P;0;100;1861;100;0;100;352;100;1202;100;54;100;0;100;253;100;653;100;415;100;;100;;100;238;100;2109;100;1781;100;328;100;502;100;49;100;5125;469;1349;6005
LT;11;2015;P;0;100;144;100;0;100;0;100;52;100;0;100;68;100;24;100;134;100;96;100;1;100;37;100;0;100;87;100;25;100;62;100;0;100;20;100;365;88;681;958
MK;11;2015;P;0;100;263;100;243;100;0;100;20;100;0;100;0;100;0;100;11;100;11;100;0;100;0;100;0;100;138;100;0;100;138;100;0;100;16;100;412;0;232;644
MK;12;2015;P;0;100;448;100;388;100;0;100;60;100;0;100;0;100;0;100;16;100;16;100;0;100;0;100;0;100;67;100;0;100;67;100;0;100;19;100;531;0;216;747
GB;11;2015;P;5537;100;16433;89;0;100;6944;100;7680;100;1;100;0;100;0;100;6526;100;2806;100;0;100;0;100;0;100;777;86;419;100;249;100;1427;100;518;100;30700;320;0;30380
CH;11;2015;P;1800;100;222;100;0;100;0;100;0;100;0;100;0;100;222;100;198;100;11;100;0;100;0;100;187;100;2870;100;0;100;2870;100;0;100;113;100;5090;101;530;5519
RO;12;2015;P;958;100;2648;100;1348;100;111;100;546;100;0;100;643;100;0;100;624;100;511;100;73;100;40;100;0;100;1226;100;1226;100;0;100;0;100;75;100;5456;12;-567;4877
BE;11;2015;D;2159;100;2647;100;0;100;355;100;2192;100;12;100;0;100;88;100;1197;100;732;100;82;100;213;100;170;100;112;100;22;100;90;100;14;100;325;100;6129;122;1195;7202
LV;11;2015;P;0;100;431;100;0;100;0;100;373;100;0;100;58;100;0;100;81;100;14;100;0;100;35;100;32;100;65;100;65;100;0;100;0;100;19;100;577;0;49;626
NL;10;2015;P;381;100;8560;100;0;100;0;100;0;100;0;100;0;100;8560;100;812;100;525;100;10;100;277;100;0;100;4;100;4;100;0;100;0;100;63;100;9757;0;-72;9685
NL;11;2015;P;368;100;8526;100;0;100;0;100;0;100;0;100;0;100;8526;100;630;100;306;100;9;100;315;100;0;100;3;100;3;100;0;100;0;100;62;100;9527;0;236;9763
NL;12;2015;P;383;100;8023;100;0;100;0;100;0;100;0;100;0;100;8023;100;1401;100;1075;100;6;100;320;100;0;100;6;100;6;100;0;100;0;100;68;100;9813;0;306;10119
FI;11;2015;P;1943;100;1306;100;0;100;558;100;474;100;17;100;257;100;0;100;1237;100;269;100;0;100;968;100;0;100;1246;100;1246;100;0;100;66;100;0;100;5798;0;1481;7279
LU;11;2015;P;0;100;27;100;0;100;0;100;27;100;0;100;0;100;0;100;19;100;13;100;2;100;4;100;0;100;128;100;6;100;122;100;9;100;2;100;183;163;527;547
LV;12;2015;P;0;100;334;100;0;100;0;100;272;100;0;100;62;100;0;100;87;100;21;100;0;100;34;100;32;100;113;100;113;100;0;100;0;100;18;100;534;0;120;654
LU;12;2015;P;0;100;30;100;0;100;0;100;30;100;0;100;0;100;0;100;18;100;11;100;2;100;5;100;0;100;149;100;11;100;138;100;8;100;2;100;205;184;493;514
RS;11;2015;P;0;100;2975;100;2975;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;601;100;569;100;32;100;0;100;97;100;3576;96;3;3483
RS;12;2015;P;0;100;3358;100;3347;100;0;100;11;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;731;100;662;100;69;100;0;100;105;100;4089;79;10;4020
FR;12;2015;P;40288;100;4096;100;0;100;771;100;2982;100;343;100;0;100;0;100;3602;100;2540;100;305;100;757;100;0;100;3636;100;3106;100;530;100;0;100;943;100;51622;758;-6271;44593
ME;10;2015;P;0;100;123;100;123;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;94;100;0;100;94;100;0;100;9;100;217;0;29;246
ME;11;2015;P;0;100;125;100;125;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;105;100;0;100;105;100;0;100;11;100;230;0;32;262
ME;12;2015;P;0;100;131;100;131;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;101;100;0;100;101;100;0;100;12;100;232;0;81;313
ES;11;2015;P;3973;100;9839;100;395;100;4309;100;4073;100;1062;100;0;100;0;100;4881;100;3722;100;750;100;406;100;3;100;2161;100;1855;100;306;100;115;100;259;100;20969;437;453;20985
NI;11;2015;P;0;100;515;100;0;100;198;100;316;100;1;100;0;100;0;100;224;100;201;100;0;100;16;100;7;100;1;100;1;100;0;100;0;100;9;100;740;0;25;765
NI;12;2015;P;0;100;511;100;0;100;186;100;324;100;1;100;0;100;0;100;277;100;257;100;0;100;13;100;7;100;1;100;1;100;0;100;0;100;8;100;789;0;8;797
DE;11;2015;P;7449;100;28115;100;11733;100;8851;100;6223;100;389;100;919;100;0;100;15163;100;10464;100;1140;100;3413;100;146;100;1577;100;961;100;616;100;0;100;862;100;52304;702;-5322;46280
IS;10;2015;P;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;404;100;1;100;0;100;0;100;403;100;1130;100;1130;100;0;100;0;100;29;100;1534;0;0;1534
IS;11;2015;P;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;385;100;1;100;0;100;0;100;384;100;1151;100;1151;100;0;100;0;100;30;100;1536;0;0;1536
IS;12;2015;P;0;100;2;100;0;100;0;100;0;100;2;100;0;100;0;100;404;100;1;100;0;100;0;100;403;100;1177;100;1177;100;0;100;0;100;31;100;1583;0;0;1583
SI;12;2015;P;515;100;378;100;367;100;0;100;1;100;0;100;0;100;10;100;40;100;0;100;9;100;15;100;16;100;214;100;186;100;28;100;18;100;15;100;1165;37;71;1199
HU;12;2015;P;1361;100;963;100;517;100;34;100;409;100;3;100;0;100;0;100;232;100;26;100;1;100;163;100;42;100;22;100;22;100;0;100;0;100;37;100;2578;0;913;3491
PL;11;2015;P;0;100;11220;99;3943;100;5912;100;394;100;0;100;0;100;859;100;1880;100;1247;100;2;100;568;100;44;100;173;99;111;100;60;100;0;100;154;100;13273;90;-117;13066
BA;12;2015;P;0;100;832;100;832;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;371;100;365;100;6;100;0;100;0;100;1203;6;-31;1166
ES;12;2015;P;4864;100;10519;100;403;100;4345;100;4658;100;1113;100;;100;;100;4416;100;3536;100;476;100;401;100;3;100;1769;100;1413;100;356;100;98;100;297;100;21666;509;912;22069
EE;12;2015;P;0;100;624;100;0;100;0;100;0;100;0;100;0;100;624;100;162;100;94;100;0;100;68;100;0;100;3;100;3;100;0;100;0;100;33;100;789;0;-38;751
IE;11;2015;P;0;100;1491;100;228;100;354;100;900;100;4;100;0;100;5;100;771;100;752;100;0;100;0;100;19;100;123;100;98;100;25;100;0;100;0;100;2385;46;14;2353
IE;12;2015;P;0;100;1383;100;222;100;380;100;765;100;10;100;0;100;6;100;948;100;927;100;0;100;0;100;21;100;162;100;134;100;28;100;0;100;0;100;2493;50;2;2445
